,ID(n),count(s),n.I_CODE,n.N_Name,Weight,tf_idf_sum
1222,7322,20,"['GARD:0007899', 'OMIM:278000', 'UMLS:C0043208', 'SNOMED CT:82500001']","['WOLMAN DISEASE', 'FAMILIAL XANTHOMATOSIS', 'LIPOSOMAL ACID LIPASE DEFICIENCY, WOLMAN TYPE']",4.6e-05,2.0859043799883964e-07
1223,7326,13,"['GARD:0007904', 'OMIM:308100', 'ORPHA:461', 'ORPHANET:461']","['X-LINKED ICHTHYOSIS', 'STEROID SULFATASE DEFICIENCY', 'SSD', 'SSDD', 'STEROID SULFATASE DEFICIENCY DISEASE', 'PLACENTAL STEROID SULFATASE DEFICIENCY', 'X LINKED ICHTHYOSIS']",3.07e-05,1.0858118497757494e-07
1224,7328,20,"['GARD:0007906', 'OMIM:308240', 'ORPHA:2442', 'ORPHANET:2442']","['X-LINKED LYMPHOPROLIFERATIVE DISEASE DUE TO SH2D1A DEFICIENCY', 'XLP1', 'LYMPHOPROLIFERATIVE SYNDROME X-LINKED 1', 'LYMPHOPROLIFERATIVE SYNDROME, X-LINKED, 1', 'SH2D1A-RELATED LYMPHOPROLIFERATIVE DISEASE, X-LINKED', 'X-LINKED LYMPHOPROLIFERATIVE SYNDROME 1']",5.8099999999999996e-05,2.3079084672517028e-07
1225,7330,62,"['GARD:0007910', 'OMIM:278700', 'ORPHA:910', 'ORPHANET:910', 'UMLS:C0043346']","['XERODERMA PIGMENTOSUM', 'XP', 'XERODERMA PIGMENTOSA']",0.000136516,2.3141539658534653e-06
1226,7336,102,"['GARD:0007917', 'OMIM:214100', 'ORPHA:912', 'ORPHANET:912']","['ZELLWEGER SYNDROME', 'CEREBROHEPATORENAL SYNDROME', 'CHR', 'ZWS', 'ZS', 'ZELLWEGER LEUKODYSTROPHY']",0.000217705,5.216417007973687e-06
1227,7338,23,"['GARD:0007918', 'OMIM:131100', 'ORPHA:913', 'ORPHANET:913']","['ZOLLINGER-ELLISON SYNDROME', 'ZES', 'GASTRINOMA', 'PANCREATIC ULCEROGENIC TUMOR SYNDROME', 'Z E SYNDROME']",7.01e-05,2.4927819683260256e-07
1228,7369,56,"['GARD:0008173', 'OMIM:100800', 'ORPHA:15', 'ORPHANET:15']","['ACHONDROPLASIA', 'ACH', 'ACHONDROPLASTIC DWARFISM']",0.000115876,1.3385609339827988e-06
1229,7377,6,"['GARD:0008178', 'OMIM:604379', 'UMLS:C1836672']","['TOTAL HYPOTRICHOSIS, MARI TYPE', 'ALOPECIA UNIVERSALIS CONGENITA, MARI TYPE', 'MARI TYPE ALOPECIA UNIVERSALIS CONGENITA']",1.9699999999999998e-05,2.7441289360233984e-08
1230,7382,24,"['GARD:0008182', 'OMIM:185800', 'ORPHA:3250', 'ORPHANET:3250', 'UMLS:C1861385', 'OMIM:615298']","['PROXIMAL SYMPHALANGISM', 'STRASBURGER-HAWKINS-ELDRIDGE SYNDROME', 'STRASBURGER-HAWKINS-ELDRIDGE-HARGRAVE-MCKUSICK SYNDROME', 'VESSEL’S SYNDROME', 'HEREDITARY ABSENCE OF PROXIMAL INTERPHALANGEAL JOINTS', ""CUSHING'S SYMPHALANGISM"", 'SYMPHALANGISM, PROXIMAL, 1A (SUBTYPE)', 'SYMPHALANGISM, PROXIMAL, 1B (SUBTYPE)']",5.8200000000000005e-05,3.209947498566492e-07
1231,7386,10,"['GARD:0008189', 'OMIM:217095', 'ORPHA:2445', 'ORPHANET:2445', 'UMLS:C1857586']","['CONOTRUNCAL HEART MALFORMATIONS', 'CTHM', 'CONOTRUNCAL CARDIAC DEFECTS']",7.03e-05,2.0652529230466013e-07
1232,7396,101,"['GARD:0008197', 'OMIM:182290', 'ORPHA:819', 'ORPHANET:819', 'UMLS:C0795864']","['SMITH-MAGENIS SYNDROME', 'SMS', 'CHROMOSOME 17P11.2 DELETION SYNDROME']",0.000204212,5.1699918620449105e-06
1233,7399,36,"['GARD:0008198', 'OMIM:603554', 'ORPHA:39041', 'ORPHANET:39041']","['OMENN SYNDROME', 'RETICULOENDOTHELIOSIS FAMILIAL WITH EOSINOPHILIA', 'SEVERE COMBINED IMMUNODEFICIENCY WITH HYPEREOSINOPHILIA']",8.79e-05,7.321863716061151e-07
1234,7415,19,"['GARD:0008214', 'OMIM:254780', 'ORPHA:501', 'ORPHANET:501', 'UMLS:C0751783']","['LAFORA DISEASE', 'LAFORA BODY DISORDER', 'EPILEPSY PROGRESSIVE MYOCLONIC  2', 'EPM2', 'MYOCLONIC EPILEPSY OF LAFORA', 'MELF']",5.45e-05,2.4285929244561113e-07
1235,7451,17,"['GARD:0008241', 'OMIM:269600', 'ORPHA:158029', 'ORPHANET:158029', 'UMLS:C0036489']","['SEA-BLUE HISTIOCYTOSIS', 'HISTIOCYTOSIS, SEA-BLUE', 'SEA-BLUE HISTIOCYTE DISEASE', 'INHERITED LIPEMIC SPLENOMEGALY']",4.22e-05,1.8120150399074813e-07
1236,7457,6,"['GARD:0008249', 'OMIM:205950', 'ORPHA:75564', 'ORPHANET:75564']","['SIDEROBLASTIC ANEMIA PYRIDOXINE-REFRACTORY AUTOSOMAL RECESSIVE', 'PYRIDOXINE REFRACTORY SIDEROBLASTIC ANEMIA', 'REFRACTORY ANEMIA WITH RINGED SIDEROBLASTS', 'RARS', 'ACQUIRED IDIOPATHIC SIDEROBLASTIC ANEMIA', 'AISA', 'PRIMARY ACQUIRED SIDEROBLASTIC ANEMIA']",1.83e-05,3.707957618434569e-08
1237,7475,4,"['GARD:0008275', 'OMIM:148370', 'ORPHA:50943', 'ORPHANET:50943', 'UMLS:C0406756']","['KERATOLYTIC WINTER ERYTHEMA', 'KWE', 'OUDTSHOORN SKIN', 'ERYTHROKERATOLYSIS HIEMALIS ICHTHYOSIS']",1.4000000000000001e-05,2.0020360233576107e-08
1238,7477,25,"['GARD:0008276', 'OMIM:278800', 'ORPHA:1569', 'ORPHANET:1569', 'UMLS:C0265201']","['DE SANCTIS-CACCHIONE SYNDROME', 'XERODERMIC IDIOCY']",5.9699999999999994e-05,3.8460716372389625e-07
1239,7483,12,"['GARD:0008282', 'OMIM:105200', 'ORPHA:85450', 'ORPHANET:85450', 'UMLS:C0268389']","['AMYLOIDOSIS FAMILIAL VISCERAL', 'OSTERTAG TYPE AMYLOIDOSIS', 'GERMAN TYPE AMYLOIDOSIS', 'AMYLOIDOSIS FAMILIAL RENAL', 'AMYLOIDOSIS SYSTEMIC NONNEUROPATHIC', 'AMYLOIDOSIS VIII', 'AMYLOIDOSIS 8', 'AMYLOIDOSIS, OSTERTAG TYPE', 'FAMILIAL AMYLOID NEPHROPATHY', 'FAMILIAL RENAL AMYLOIDOSIS', 'HEREDITARY AMYLOID NEPHROPATHY', 'HEREDITARY AMYLOIDOSIS WITH PRIMARY RENAL INVOLEMENT', 'HEREDITARY RENAL AMYLOIDOSIS', 'HEREDITARY AMYLOIDOSIS WITH PRIMARY RENAL INVOLVEMENT']",3.4899999999999995e-05,1.3315870185825222e-07
1240,7489,43,"['GARD:0008295', 'OMIM:124000', 'UMLS:C1852372']","['MITOCHONDRIAL COMPLEX III DEFICIENCY', 'COMPLEX 3 MITOCHONDRIAL RESPIRATORY CHAIN DEFICIENCY']",9.41e-05,1.2147429190116805e-06
1241,7491,4,"['GARD:0008309', 'OMIM:188740', 'ORPHA:988', 'ORPHANET:988', 'UMLS:C1861099']","['ABSENCE OF TIBIA WITH POLYDACTYLY', 'POLYDACTYLY WITH ABSENT TIBIA']",1.4499999999999998e-05,2.141242542326379e-08
1242,7493,39,"['GARD:0008310', 'OMIM:160900', 'ORPHA:273', 'ORPHANET:273']","['MYOTONIC DYSTROPHY TYPE 1', 'DYSTROPHIA MYOTONICA TYPE 1', 'DM1', 'STEINERT DISEASE', 'STEINERT MYOTONIC DYSTROPHY', ""STEINERT'S DISEASE""]",9.05e-05,8.786783734019994e-07
1243,7497,3,"['GARD:0008312', 'OMIM:177820', 'ORPHA:52530', 'ORPHANET:52530', 'UMLS:C1280798']","['PSEUDO-VON WILLEBRAND DISEASE', 'VON WILLEBRAND DISEASE, PLATELET TYPE']",1.31e-05,1.3244053557950058e-08
1244,7513,25,"['GARD:0008329', 'OMIM:256050', 'ORPHA:56304', 'ORPHANET:56304']","['ATELOSTEOGENESIS TYPE 2', 'AOII', 'AO2', 'NEONATAL OSSEOUS DYSPLASIA 1', 'DE LA CHAPELLE DYSPLASIA', 'ATELOSTEOGENESIS II']",5.3e-05,3.3218980368094465e-07
1245,7515,20,"['GARD:0008331', 'OMIM:304700', 'ORPHA:52368', 'ORPHANET:52368']","['MOHR-TRANEBJAERG SYNDROME', 'MTS', 'DEAFNESS DYSTONIA SYNDROME', 'DDS', 'DEAFNESS SYNDROME, PROGRESSIVE, WITH BLINDNESS, DYSTONIA, FRACTURES, AND MENTAL DEFICIENCY', 'DEAFNESS-DYSTONIA-OPTIC ATROPHY SYNDROME', 'DDP', 'DEAFNESS-DYSTONIA-OPTIC NEURONOPATHY (DDON) SYNDROME', 'DDON SYNDROME', 'DEAFNESS - DYSTONIA - OPTIC NEURONOPATHY SYNDROME', 'DEAFNESS-DYSTONIA-OPTIC NEURONOPATHY SYNDROME']",4.57e-05,2.2148646846827987e-07
1246,7517,5,"['GARD:0008333', 'OMIM:601536']","['ATHABASKAN BRAINSTEM DYSGENESIS', 'NAVAJO BRAINSTEM SYNDROME', 'ATHABASKAN BRAINSTEM DYSGENESIS SYNDROME', 'ABDS', 'BOSLEY SALIH ALORAINY SYNDROME', 'BSAS', 'HUMAN HOXA1 SYNDROMES']",1.8100000000000003e-05,2.6571453587682853e-08
1247,7519,20,"['GARD:0008334', 'OMIM:605355', 'ORPHA:98902', 'ORPHANET:98902', 'UMLS:C1854380']","['AMISH NEMALINE MYOPATHY', 'ANM', 'NEM5', 'NEMALINE MYOPATHY, AMISH TYPE', 'NEMALINE MYOPATHY, CAUSED BY MUTATION IN THE TROPONIN T1 GENE', 'NEMALINE MYOPATHY 5, AMISH TYPE']",4.68e-05,1.8886394330759424e-07
1248,7525,63,"['GARD:0008341', 'OMIM:248800', 'ORPHA:559', 'ORPHANET:559', 'UMLS:C0024814']","['MARINESCO-SJOGREN SYNDROME', 'MSS', 'MARINESCO-GARLAND SYNDROME', 'MARINESCO-SJOGREN SYNDROME-HYPERGONADOTROPHIC HYPOGONADISM', 'MARINESCO-SJOGREN SYNDROME-MYOPATHY', 'MARINESCO-SJOGREN-GARLAND SYNDROME']",0.000125565,2.1777641908934042e-06
1249,7529,8,"['GARD:0008344', 'OMIM:176500', 'UMLS:C1867773', 'ORPHA:97345', 'ORPHANET:97345']","['DEMENTIA FAMILIAL BRITISH', 'FBD', 'CEREBRAL AMYLOID ANGIOPATHY, BRITISH TYPE', 'PRESENILE DEMENTIA WITH SPASTIC ATAXIA', 'FAMILIAL BRITISH DEMENTIA', 'BRI AMYLOIDOSIS', 'ABRI AMYLOIDOSIS', 'FAMILIAL DEMENTIA, BRITISH TYPE']",2.09e-05,5.2007497627747764e-08
1250,7531,7,"['GARD:0008345', 'OMIM:601709', 'ORPHA:220436', 'ORPHANET:220436', 'UMLS:C1866423']","['QUEBEC PLATELET DISORDER', 'QPD', 'FACTOR V QUEBEC']",2.35e-05,4.289559138554543e-08
1251,7546,8,"['GARD:0008360', 'OMIM:312600', 'UMLS:C0795873']","['ALDRED SYNDROME', 'X-LINKED MENTAL HANDICAP-RETINITIS PIGMENTOSA SYNDROME', 'RETINITIS PIGMENTOSA AND INTELLECTUAL DISABILITY DUE TO XP11.3 MICRODELETION', 'RETINITIS PIGMENTOSA AND INTELLECTUAL DISABILITY DUE TO DEL(X)(P11.3)', 'X-LINKED INTELLECTUAL DISABILITY-RETINITIS PIGMENTOSA SYNDROME']",2.2100000000000002e-05,4.358655338123488e-08
1252,7548,33,"['GARD:0008367', 'OMIM:244460', 'ORPHA:93324', 'ORPHANET:93324', 'UMLS:C1855648']","['KENNY-CAFFEY SYNDROME TYPE 1', 'KCS1', 'KENNY-CAFFEY SYNDROME, AUTOSOMAL RECESSIVE']",7.15e-05,4.3404390658370504e-07
1253,7552,31,"['GARD:0008370', 'OMIM:220111', 'ORPHA:70472', 'ORPHANET:70472', 'UMLS:C1857355']","['LEIGH SYNDROME, FRENCH CANADIAN TYPE', 'COX DEFICIENCY, FRENCH CANADIAN TYPE', 'COX DEFICIENCY, SAGUENAY LAC SAINT JEAN TYPE', 'LEIGH SYNDROME, SAGUENAY LAC SAINT JEAN TYPE', 'LSFC', 'CYTOCHROME C OXIDASE DEFICIENCY, FRENCH CANADIAN TYPE']",6.29e-05,5.878913749888923e-07
1254,7560,29,"['GARD:0008378', 'OMIM:263200', 'ORPHA:731', 'ORPHANET:731', 'UMLS:C0085548']","['AUTOSOMAL RECESSIVE POLYCYSTIC KIDNEY DISEASE', 'ARPKD', 'POLYCYSTIC KIDNEY DISEASE, INFANTILE TYPE']",6.77e-05,3.4338850914450435e-07
1255,7562,11,"['GARD:0008380', 'OMIM:208000', 'ORPHA:51608', 'ORPHANET:51608', 'UMLS:C1859727']","['ARTERIAL CALCIFICATION OF INFANCY', 'OCCLUSIVE INFANTILE ARTERIOPATHY', 'IDIOPATHIC INFANTILE ARTERIAL CALCIFICATION', 'IIAC', 'GENERALIZED ARTERIAL CALCIFICATION IN INFANCY']",3.53e-05,9.346256993111876e-08
1256,7570,24,"['GARD:0008387', 'OMIM:246450', 'ORPHA:20', 'ORPHANET:20']","['HMG COA LYASE DEFICIENCY', '3-HYDROXY-3-METHYLGLUTARYL-COA LYASE DEFICIENCY', 'DEFECT IN LEUCINE METABOLISM', 'HMG-COA LYASE DEFICIENCY', '3-HYDROXY-3-METHYLGLUTARIC ACIDURIA', 'HYDROXYMETHYLGLUTARIC ACIDURIA']",5.9499999999999996e-05,3.763164827952595e-07
1257,7572,24,"['GARD:0008391', 'OMIM:311250', 'ORPHA:664', 'ORPHANET:664', 'UMLS:C0268542']","['ORNITHINE TRANSCARBAMYLASE DEFICIENCY', 'ORNITHINE CARBAMOYLTRANSFERASE DEFICIENCY', 'OTC DEFICIENCY', 'OTCD']",5.8599999999999995e-05,3.775526191798212e-07
1258,7576,8,"['GARD:0008397', 'OMIM:250850', 'ORPHA:168598', 'ORPHANET:168598']","['METHIONINE ADENOSYLTRANSFERASE DEFICIENCY', 'MAT DEFICIENCY']",2.13e-05,7.048804179135086e-08
1259,7590,39,"['GARD:0008407', 'OMIM:164280', 'ORPHA:1305', 'ORPHANET:1305', 'UMLS:C0796068']","['FEINGOLD SYNDROME', 'OCULODIGITOESOPHAGODUODENAL SYNDROME', 'BRUNNER-WINTER SYNDROME', 'ODED SYNDROME', 'MICROCEPHALY-OCULO-DIGITO-ESOPHAGEAL-DUODENAL SYNDROME', 'DIGITAL ANOMALIES WITH SHORT PALPEBRAL FISSURES AND ATRESIA OF ESOPHAGUS, OR DUODENUM', 'MMT SYNDROME']",8.01e-05,6.660867932929241e-07
1260,7592,39,"['GARD:0008410', 'OMIM:263750', 'ORPHA:246', 'ORPHANET:246']","['MILLER SYNDROME', 'GENEE-WIEDEMANN ACROFACIAL DYSOSTOSIS', 'GWAFD', 'GENEE-WIEDEMANN SYNDROME', 'WILDERVANCK-SMITH SYNDROME', 'POSTAXIAL ACROFACIAL DYSOSTOSIS (POADS) SYNDROME', 'POADS SYNDROME']",7.859999999999999e-05,7.103735964735862e-07
1261,7596,7,"['GARD:0008414', 'OMIM:119300', 'ORPHA:888', 'ORPHANET:888', 'UMLS:C0175697']","['VAN DER WOUDE SYNDROME', 'VDWS', 'VWS', 'LIP PIT SYNDROME', 'LPS', 'CLEFT LIP AND/OR PALATE WITH MUCOUS CYSTS OF LOWER LIP']",2.0600000000000003e-05,4.356645422202827e-08
1262,7604,6,"['GARD:0008419', 'OMIM:165550', 'UMLS:C2931425']","['OPTIC NERVE HYPOPLASIA, FAMILIAL BILATERAL', 'FAMILIAL BILATERAL OPTIC NERVE HYPOPLASIA']",2.0399999999999998e-05,3.713381505514766e-08
1263,7610,115,"['GARD:0008422', 'OMIM:261540', 'ORPHA:709', 'ORPHANET:709', 'UMLS:C0796012']","['PETERS PLUS SYNDROME', 'PETERS ANOMALY WITH SHORT LIMB DWARFISM', 'KRAUSE-KIVLIN SYNDROME']",0.00022550400000000001,5.820623809895306e-06
1264,7614,6,"['GARD:0008424', 'OMIM:242600', 'ORPHA:42062', 'ORPHANET:42062', 'UMLS:C0268654']",IMINOGLYCINURIA,1.93e-05,3.7384903500673644e-08
1265,7616,32,"['GARD:0008426', 'OMIM:218700', 'ORPHA:95720', 'ORPHANET:95720']","['THYROID DYSGENESIS', 'THYROID, ECTOPIC', 'THYROID HYPOPLASIA', 'THYROID AGENESIS']",7.37e-05,5.485865107362778e-07
1266,7618,10,"['GARD:0008427', 'OMIM:604571']","['BARE LYMPHOCYTE SYNDROME', 'BLS TYPE 1', 'HLA CLASS 1 DEFICIENCY']",2.95e-05,5.042046812348491e-08
1267,7626,26,"['GARD:0008432', 'OMIM:255995', 'ORPHA:168572', 'ORPHANET:168572', 'UMLS:C1850625']","['NATIVE AMERICAN MYOPATHY', 'CONGENITAL MYOPATHY CLEFT PALATE AND MALIGNANT HYPERTHERMIA', 'CONGENITAL MYOPATHY - CLEFT PALATE - MALIGNANT HYPERTHERMIA', 'CONGENITAL MYOPATHY-CLEFT PALATE-MALIGNANT HYPERTHERMIA SYNDROME']",5.45e-05,4.35504007918136e-07
1268,7628,13,"['GARD:0008433', 'OMIM:145600', 'ORPHA:99741', 'ORPHANET:99741']","['KING DENBOROUGH SYNDROME', 'ANESTHETIC-INDUCED MALIGNANT HYPERPYREXIA IN CHILDREN', 'KING SYNDROME']",3.96e-05,1.1234785604306191e-07
1269,7630,8,"['GARD:0008435', 'OMIM:261550', 'ORPHA:2856', 'ORPHANET:2856', 'UMLS:C1849930']","['PERSISTENT MULLERIAN DUCT SYNDROME', 'FEMALE GENITAL DUCTS IN OTHERWISE NORMAL MALE', 'PERSISTENT MULLERIAN DUCT SYNDROME, TYPES 1 AND 2', 'HERNIA UTERI INGUINALE', 'PERSISTENT OVIDUCT SYNDROME', 'PMDS']",2.49e-05,6.823436364514183e-08
1270,7632,17,"['GARD:0008436', 'OMIM:600274', 'ORPHA:282', 'ORPHANET:282']","['FRONTOTEMPORAL DEMENTIA', 'DEMENTIA, FRONTOTEMPORAL, WITH PARKINSONISM', 'FRONTOTEMPORAL DEMENTIA WITH PARKINSONISM', 'FRONTOTEMPORAL LOBE DEMENTIA (FLDEM)', 'MSTD', 'MULTIPLE SYSTEM TAUOPATHY WITH PRESENILE DEMENTIA', 'FTD']",5.17e-05,1.393596775918226e-07
1271,7644,48,"['GARD:0008449', 'OMIM:245150', 'ORPHA:85202', 'ORPHANET:85202', 'UMLS:C1855607']","['KEUTEL SYNDROME', 'PULMONIC STENOSIS BRACHYTELEPHALANGISM AND CALCIFICATION OF CARTILAGES']",0.000110722,1.071325935545897e-06
1272,7650,45,"['GARD:0008457', 'OMIM:142680', 'ORPHA:32960', 'ORPHANET:32960', 'UMLS:C1275126']","['TUMOR NECROSIS FACTOR RECEPTOR-ASSOCIATED PERIODIC SYNDROME', 'FPF', 'FAMILIAL HIBERNIAN FEVER', 'FHF', 'TRAPS', 'HIBERNIAN FEVER, FAMILIAL', 'TNF RECEPTOR-ASSOCIATED PERIODIC SYNDROME', 'PERIODIC FEVER, FAMILIAL, AUTOSOMAL DOMINANT', 'TNF RECEPTOR-ASSOCIATED PERIODIC FEVER SYNDROME']",0.000118194,1.0617322040847457e-06
1273,7658,37,"['GARD:0008466', 'OMIM:240300', 'ORPHA:3453', 'ORPHANET:3453', 'UMLS:C0085859']","['AUTOIMMUNE POLYGLANDULAR SYNDROME TYPE 1', 'APS 1', 'AUTOIMMUNE POLYENDOCRINE SYNDROME TYPE 1', 'AUTOIMMUNE POLYENDOCRINOPATHY-CANDIDIASIS-ECTODERMAL DYSTROPHY (APECED)', 'HYPOADRENOCORTICISM WITH HYPOPARATHYROIDISM AND SUPERFICIAL MONILIASIS', 'AUTOIMMUNE POLYENDOCRINOPATHY SYNDROME TYPE 1', 'POLYGLANDULAR AUTOIMMUNE SYNDROME TYPE 1', 'PGA 1', 'PGA-I', 'WHITAKER SYNDROME', 'TYPE I POLYGLANDULAR AUTOIMMUNE SYNDROME', 'AUTOIMMUNE POLYGLANDULAR SYNDROME TYPE I']",9.17e-05,7.237067499202479e-07
1274,7660,3,"['GARD:0008468', 'OMIM:155755', 'UMLS:C1835042']","['MELANOMA ASTROCYTOMA SYNDROME', 'MELANOMA AND NEURAL SYSTEM TUMOR SYNDROME']",1.3699999999999998e-05,1.5611968468483955e-08
1275,7664,15,"['GARD:0008471', 'OMIM:300500', 'ORPHA:54', 'ORPHANET:54', 'UMLS:C0342684']","['OCULAR ALBINISM TYPE 1', 'NETTLESHIP-FALLS TYPE OCULAR ALBINISM', 'OA1', 'X-LINKED RECESSIVE OCULAR ALBINISM', 'XLOA', 'X-LINKED OCULAR ALBINISM']",4.79e-05,1.721107608089099e-07
1276,7666,44,"['GARD:0008472', 'OMIM:191900', 'ORPHA:575', 'ORPHANET:575', 'UMLS:C0268390']","['MUCKLE-WELLS SYNDROME', 'URTICARIA, DEAFNESS AND AMYLOIDOSIS', 'URTICARIA-DEAFNESS-AMYLOIDOSIS SYNDROME', 'UDA SYNDROME', 'MUCKLE WELLS SYNDROME']",9.63e-05,1.0884810264327657e-06
1277,7674,41,"['GARD:0008480', 'OMIM:219100', 'ORPHA:90349', 'ORPHANET:90349', 'UMLS:C2931134']","['CUTIS LAXA, AUTOSOMAL RECESSIVE TYPE 1', 'CUTIS LAXA, TYPE 1', 'CUTIS LAXA, AUTOSOMAL RECESSIVE']",9.37e-05,7.565344126675343e-07
1278,7682,63,"['GARD:0008486', 'OMIM:601776', 'UMLS:C1866294']","['MUSCULOCONTRACTURAL EHLERS-DANLOS SYNDROME', 'AUTOSOMAL RECESSIVE ADDUCTED THUMB-CLUB FOOT SYNDROME', 'ADDUCTED THUMB CLUBFOOT SYNDROME', 'MUSCULOCONTRACTURAL EDS', 'MCEDS', 'EHLERS-DANLOS SYNDROME, MUSCULOCONTRACTURAL TYPE']",0.000128972,1.955672310968536e-06
1279,7688,6,"['GARD:0008489', 'OMIM:604308', 'ORPHA:99715', 'ORPHANET:99715']","['MASS PHENOTYPE', 'OVERLAP CONNECTIVE TISSUE DISEASE', 'OCTD', 'MASS SYNDROME']",1.77e-05,2.7915493839009868e-08
1280,7698,3,"['GARD:0008497', 'OMIM:605472']","['USHER SYNDROME, TYPE 2C', 'USH2C']",1.4599999999999999e-05,1.5870390405054114e-08
1281,7700,18,"['GARD:0008498', 'OMIM:314390', 'UMLS:C2931228']","['VACTERL ASSOCIATION WITH HYDROCEPHALY, X-LINKED', 'X-LINKED VACTERL-H SYNDROME']",4.6700000000000003e-05,1.5672414715829995e-07
1282,7706,3,"['GARD:0008501', 'OMIM:193900', 'ORPHA:171723', 'ORPHANET:171723']","['WHITE SPONGE NEVUS OF CANNON', 'WSN', 'LEUKOKERATOSIS, HEREDITARY MUCOSAL']",1.22e-05,1.9394308494745533e-08
1283,7709,3,"['GARD:0008502', 'OMIM:120430', 'UMLS:C0155299']","['COLOBOMA OF OPTIC NERVE', 'OPTIC NERVE HEAD PITS, BILATERAL CONGENITAL', 'CONGENITAL COLOBOMA OF THE OPTIC NERVE', 'OPTIC NERVE COLOBOMA']",1.1400000000000001e-05,1.3159551993706925e-08
1284,7713,17,"['GARD:0008507', 'OMIM:606408', 'UMLS:C1848029']","['CLASSICAL-LIKE EHLERS-DANLOS SYNDROME', 'EDS DUE TO TNX DEFICIENCY', 'TNX DEFICIENCY', 'EHLERS-DANLOS SYNDROME, CLASSIC-LIKE TYPE', 'EDS, CLASSIC-LIKE TYPE', 'CLASSICAL-LIKE EDS', 'CLEDS', 'EHLERS-DANLOS SYNDROME DUE TO TENASCIN-X DEFICIENCY', 'CLASSICAL-LIKE EDS TYPE 1', 'CLASSICAL-LIKE EHLERS-DANLOS SYNDROME TYPE 1', 'CLEDS TYPE 1']",4.46e-05,1.2420679068993354e-07
1285,7719,11,"['GARD:0008510', 'OMIM:251280', 'UMLS:C1855055']","['MICROCEPHALY WITH SPASTIC QUADRIPLEGIA', 'RECESSIVE MICROCEPHALY WITH SPASTIC QUADRIPLEGIA']",2.3899999999999998e-05,8.3095676217077e-08
1286,7725,6,"['GARD:0008517', 'OMIM:181600', 'ORPHA:384', 'ORPHANET:384', 'UMLS:C0406767']","['PALMOPLANTAR KERATODERMA-SCLERODACTYLY SYNDROME', 'SCLEROATROPHIC AND KERATOTIC DERMATOSIS OF LIMBS', 'HRZ', 'HURIEZ SYNDROME', 'ATROPHIC FIBROSIS OF THE SKIN OF THE LIMBS, HYPOPLASIA OF NAILS, AND KERATODERMIA OF THE PALMS AND SOLES', 'SCLEROTYLOSIS']",2.18e-05,1.9276265515336207e-08
1287,7731,35,"['GARD:0008520', 'OMIM:304340', 'ORPHA:1568', 'ORPHANET:1568', 'UMLS:C0796254']","['DANDY-WALKER MALFORMATION WITH INTELLECTUAL DISABILITY, BASAL GANGLIA DISEASE AND SEIZURES', 'MENTAL RETARDATION X-LINKED SYNDROMIC 5', 'MENTAL RETARDATION X-LINKED WITH DANDY-WALKER MALFORMATION BASAL GANGLIA DISEASE AND SEIZURES', 'PETTIGREW SYNDROME', 'MRXS5', 'PGS', 'X-LINKED INTELLECTUAL DISABILITY - DANDY-WALKER MALFORMATION - BASAL GANGLIA DISEASE - SEIZURES', 'X-LINKED INTELLECTUAL DISABILITY-DANDY-WALKER MALFORMATION-BASAL GANGLIA DISEASE-SEIZURES SYNDROME']",6.709999999999999e-05,6.951929232487156e-07
1288,7733,47,"['GARD:0008521', 'OMIM:301830', 'ORPHA:1145', 'ORPHANET:1145', 'UMLS:C1844934']","['ARTHROGRYPOSIS MULTIPLEX CONGENITA, DISTAL, X-LINKED', 'AMC, DISTAL, X-LINKED']",8.97e-05,1.0770161348425736e-06
1289,7739,6,"['GARD:0008527', 'OMIM:234810', 'ORPHA:199241', 'ORPHANET:199241', 'UMLS:C0340848']","['HEMANGIOMATOSIS, FAMILIAL PULMONARY CAPILLARY', 'FAMILIAL PULMONARY CAPILLARY HEMANGIOMATOSIS']",2.14e-05,3.0071519837142536e-08
1290,7746,5,"['GARD:0008530', 'OMIM:270960', 'UMLS:C0232981']","['SPERMATOGENESIS ARREST', 'ARREST OF SPERMATOGENESIS']",1.85e-05,4.555405025181758e-08
1291,7748,27,"['GARD:0008532', 'OMIM:175100', 'ORPHA:220460', 'ORPHANET:220460', 'UMLS:C2674616']","['ATTENUATED FAMILIAL ADENOMATOUS POLYPOSIS', 'ATTENUATED FAP', 'AFAP', 'MILD FORM OF FAP', 'ATTENUATED FAMILIAL POLYPOSIS COLI', 'ATTENUATED ADENOMATOUS POLYPOSIS COLI', 'AAPC']",7.91e-05,2.950478162589104e-07
1292,7750,5,"['GARD:0008533', 'OMIM:114500']","['FAMILIAL COLORECTAL CANCER', 'COLORECTAL CANCER, FAMILIAL']",2.17e-05,1.1477792568542391e-08
1293,7754,22,"['GARD:0008535', 'OMIM:209880', 'ORPHA:661', 'ORPHANET:661']","['CONGENITAL CENTRAL HYPOVENTILATION SYNDROME', 'CCHS', 'IDIOPATHIC CONGENITAL CENTRAL ALVEOLAR HYPOVENTILATION', 'CONGENITAL FAILURE OF AUTONOMIC CONTROL', 'PRIMARY ALVEOLAR HYPOVENTILATION', 'CONGENITAL ONDINE CURSE', ""ONDINE'S CURSE (FORMERLY)"", 'ONDINE CURSE (FORMERLY)']",5.660000000000001e-05,3.2249055160717313e-07
