/DisorderList/Disorder/DisorderType/Name,/DisorderList/Disorder/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceClass/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceGeographic/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceType/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/@id/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name/@lang,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/Name,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber,/DisorderList/Disorder/PrevalenceList/Prevalence/PrevalenceValidationStatus/OrphaNumber/#agg,/DisorderList/Disorder/PrevalenceList/Prevalence/Source,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy,/DisorderList/Disorder/PrevalenceList/Prevalence/ValMoy/#agg
Disease,Primary unilateral adrenal hyperplasia,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,1642260[PMID],2,2
Disease,Late-onset localized junctional epidermolysis bullosa-intellectual disability syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_1642260[PMID],0,0
Disease,Generalized dominant dystrophic epidermolysis bullosa,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Ectopic aldosterone-producing tumor,,,,,,,,,,,,,
Category,Rare surgically correctable form of primary aldosteronism,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Adrenocortical carcinoma with pure aldosterone hypersecretion,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency,1-9 / 100 000,Worldwide,409968,409968,25965,25965,en,Not yet validated,410294,410294,21699693[PMID]_15666309[PMID],1,1
Clinical subtype,Kyphoscoliotic Ehlers-Danlos syndrome due to lysyl hydroxylase 1 deficiency,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,Isolated growth hormone deficiency type IB,,,,,,,,,,,,,
Disease,Vascular Ehlers-Danlos syndrome,1-9 / 100 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,1,1
Clinical subtype,Isolated growth hormone deficiency type II,,,,,,,,,,,,,
Category,Rare non surgically correctable form of primary aldosteronism,,,,,,,,,,,,,
Disease,Hypermobile Ehlers-Danlos syndrome,1-5 / 10 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,12.5,12.5
Clinical subtype,Isolated growth hormone deficiency type IA,,,,,,,,,,,,,
Malformation syndrome,Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20417569[PMID],8,8
Malformation syndrome,Microcornea-posterior megalolenticonus-persistent fetal vasculature-coloboma syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_20417569[PMID],0,0
Malformation syndrome,Epibulbar lipodermoid-preauricular appendage-polythelia syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20450310[PMID],1,1
Malformation syndrome,Epibulbar lipodermoid-preauricular appendage-polythelia syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_20450310[PMID],0,0
Disease,Epidermolysis bullosa simplex with muscular dystrophy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT],40,40
Disease,Epidermolysis bullosa simplex with muscular dystrophy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Dermatosparaxis Ehlers-Danlos syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,26765342[PMID],15,15
Disease,Dermatosparaxis Ehlers-Danlos syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_26765342[PMID],0,0
Clinical subtype,Isolated growth hormone deficiency type III,,,,,,,,,,,,,
Malformation syndrome,Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,ORPHANET_19762173[PMID],13,13
Malformation syndrome,Non-acquired combined pituitary hormone deficiency-sensorineural hearing loss-spine abnormalities syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Arthrochalasia Ehlers-Danlos syndrome,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0,0
Disease,"Congenital nephrotic syndrome, Finnish type",Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,"Congenital nephrotic syndrome, Finnish type",1-5 / 10 000,Finland,409968,409968,25958,25958,en,Validated,410293,410293,4127143[PMID],12.2,12.2
Category,Infectious embryofetopathy,,,,,,,,,,,,,
Category,Disease associated with a genetic susceptibility or tested for a biomarker,,,,,,,,,,,,,
Malformation syndrome,Miller-Dieker syndrome,1-9 / 100 000,Europe,409968,409968,25958,25958,en,Validated,410293,410293,[EXPERT],1,1
Malformation syndrome,Miller-Dieker syndrome,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical group,Soft tissue sarcoma,1-9 / 100 000,France,409967,409967,25958,25958,en,Validated,410293,410293,21826194[PMID],3.6,3.6
Clinical group,Soft tissue sarcoma,1-5 / 10 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2015[INST],30,30
Clinical group,Soft tissue sarcoma,1-9 / 100 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,RARECARE surveillance of rare cancers in Europe[REG],4.74,4.74
Disease,Isolated lissencephaly type 1 without known genetic defects,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Category,Alpha-thalassemia-related diseases,,,,,,,,,,,,,
Morphological anomaly,Microlissencephaly,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Malformation syndrome,X-linked lissencephaly with abnormal genitalia,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,17480217[PMID],30,30
Malformation syndrome,X-linked lissencephaly with abnormal genitalia,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_17480217[PMID],0,0
Malformation syndrome,4q21 microdeletion syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Malformation syndrome,4q21 microdeletion syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20522426[PMID]_22903878[PMID]_21834054[PMID],14,14
Disease,Autosomal dominant limb-girdle muscular dystrophy type 1H,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20068593[PMID],11,11
Disease,Autosomal dominant limb-girdle muscular dystrophy type 1H,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_20068593[PMID],0,0
Malformation syndrome,Glaucoma secondary to spherophakia/ectopia lentis and megalocornea,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22025892[PMID],12,12
Malformation syndrome,Glaucoma secondary to spherophakia/ectopia lentis and megalocornea,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_22025892[PMID],0,0
Category,Transient congenital hypothyroidism due to maternal factor,,,,,,,,,,,,,
Category,Transient congenital hypothyroidism due to neonatal factor,,,,,,,,,,,,,
Disease,Familial congenital mirror movements,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,19127048[PMID]_19720981[PMID]_21242494[PMID]_27830107[PMID]_25098561[PMID],75,75
Disease,Familial congenital mirror movements,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_19127048[PMID]_19720981[PMID]_21242494[PMID]_27830107[PMID]_25098561[PMID],0,0
Malformation syndrome,Mammary-digital-nail syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20145678[PMID],11,11
Malformation syndrome,Mammary-digital-nail syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_20145678[PMID],0,0
Malformation syndrome,1q44 microdeletion syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,21800092[PMID],100,100
Malformation syndrome,1q44 microdeletion syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Clinical group,Lymphoproliferative syndrome,,,,,,,,,,,,,
Clinical group,Hypotonia-cystinuria type 1 syndrome,<1 / 1 000 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Combined immunodeficiency due to CD27 deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,29942301[PMID],18,18
Disease,Combined immunodeficiency due to CD27 deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_29942301[PMID],0,0
Disease,Hypohidrotic ectodermal dysplasia,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],6.7,6.7
Disease,Familial hypercholanemia,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,ORPHANET,23,23
Disease,Familial hypercholanemia,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Infantile dystonia-parkinsonism,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,24613933[PMID]_19478460[PMID]_22279524[PMID],16,16
Disease,Infantile dystonia-parkinsonism,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_24613933[PMID]_19478460[PMID]_22279524[PMID],0,0
Disease,SLC35A1-CDG,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,11157507[PMID]_23873973[PMID]_28856833[PMID],3,3
Disease,SLC35A1-CDG,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_11157507[PMID]_23873973[PMID]_28856833[PMID],0,0
Etiological subtype,Familial clubfoot due to 17q23.1q23.2 microduplication,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20598276[PMID]_22678995[PMID],4,4
Etiological subtype,Familial clubfoot due to 17q23.1q23.2 microduplication,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_20598276[PMID]_22678995[PMID],0,0
Disease,Hyperphenylalaninemia due to tetrahydrobiopterin deficiency,1-9 / 1 000 000,Japan,409968,409968,25958,25958,en,Validated,410293,410293,6468444[PMID],0.22,0.22
Disease,Hyperphenylalaninemia due to tetrahydrobiopterin deficiency,1-9 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0.2,0.2
Disease,Chuvash erythrocytosis,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,24089328[PMID],80,80
Disease,Immune dysregulation-inflammatory bowel disease-arthritis-recurrent infections syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Category,Acquired secondary polycythemia,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Atypical hypotonia-cystinuria syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,18234729[PMID],2,2
Disease,Atypical hypotonia-cystinuria syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_18234729[PMID],0,0
Category,Congenital secondary polycythemia,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Megacystis-megaureter syndrome,,,,,,,,,,,,,
Disease,Idiopathic intracranial hypertension,1-5 / 10 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2016[INST],14,14
Particular clinical situation in a disease or syndrome,Ileal pouch anal anastomosis related faecal incontinence,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2009[INST],3,3
Etiological subtype,Beckwith-Wiedemann syndrome due to NSD1 mutation,,,,,,,,,,,,,
Disease,Primary orthostatic tremor,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT],390,390
Disease,Primary orthostatic tremor,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,IgG4-related mesenteritis,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Neonatal iodine exposure,,,,,,,,,,,,,
Disease,Isolated thyrotropin-releasing hormone deficiency,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical group,Isolated congenital hypogonadotropic hypogonadism,,,,,,,,,,,,,
Clinical subtype,"Congenital primary megaureter, nonrefluxing and unobstructed form",Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,"Congenital primary megaureter, refluxing form",Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,"Congenital primary megaureter, obstructed form",Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,"Primary megaureter, adult-onset form",Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Irinotecan toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Isoniazid toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Efavirenz toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Codeine toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Flucloxacilline toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Voriconazole toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Raltegravir toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Category,Syndromic obesity,,,,,,,,,,,,,
Clinical subtype,Classic progressive supranuclear palsy syndrome,1-9 / 100 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,[EXPERT],10,10
Clinical subtype,Progressive supranuclear palsy-progressive non-fluent aphasia syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Clinical subtype,Progressive supranuclear palsy-corticobasal syndrome,1-9 / 1 000 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0.6,0.6
Clinical subtype,Progressive supranuclear palsy-pure akinesia with gait freezing syndrome,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0,0
Clinical subtype,Progressive supranuclear palsy-parkinsonism syndrome,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,[EXPERT],0,0
Particular clinical situation in a disease or syndrome,Cisplatin toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,5-fluorouracil toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Abacavir toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Malformation syndrome,Nijmegen breakage syndrome-like disorder,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,1887849[PMID]_19409520[PMID],1,1
Malformation syndrome,Nijmegen breakage syndrome-like disorder,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_1887849[PMID]_19409520[PMID],0,0
Particular clinical situation in a disease or syndrome,Allopurinol toxicity,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Tacrolimus dose selection,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Resistance to tamoxifene,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,Resistance to clopidogrel,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Susceptibility to infection due to TYK2 deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,26304966[PMID],8,8
Disease,Susceptibility to infection due to TYK2 deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_26304966[PMID],0,0
Clinical group,Hyper-IgE syndrome,,,,,,,,,,,,,
Disease,Selective IgM deficiency,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_23760686[PMID],0,0
Category,Immunodeficiency with isotype or light chain deficiencies with normal number of B-cells,,,,,,,,,,,,,
Category,Other immunodeficiency syndrome with predominantly antibody defects,,,,,,,,,,,,,
Category,Immunodeficiency with severe reduction in serum IgG and IgA with normal/elevated IgM and normal number of B-cells,,,,,,,,,,,,,
Category,Immunodeficiency syndrome with hypopigmentation,,,,,,,,,,,,,
Disease,Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23758768[PMID],57,57
Disease,Autosomal recessive severe congenital neutropenia due to G6PC3 deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Category,Constitutional neutropenia with extra-hematopoietic manifestations,,,,,,,,,,,,,
Disease,Immunodeficiency due to MASP-2 deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,12904520[PMID],1,1
Disease,Immunodeficiency due to MASP-2 deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_12904520[PMID],0,0
Disease,Immunodeficiency due to ficolin3 deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,19535802[PMID],1,1
Disease,Immunodeficiency due to ficolin3 deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_19535802[PMID],0,0
Category,Other immunodeficiency syndromes due to defects in innate immunity,,,,,,,,,,,,,
Disease,Severe combined immunodeficiency due to complete RAG1/2 deficiency,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2014[INST],1,1
Category,Syndrome with combined immunodeficiency,,,,,,,,,,,,,
Category,Immunodeficiency due to absence of thymus,,,,,,,,,,,,,
Category,Genetic multiple congenital anomalies/dysmorphic syndrome without intellectual disability,,,,,,,,,,,,,
Category,Genetic multiple congenital anomalies/dysmorphic syndrome-variable intellectual disability syndrome,,,,,,,,,,,,,
Disease,Chronic actinic dermatitis,1-5 / 10 000,United Kingdom,409966,409966,25958,25958,en,Validated,410293,410293,15813653[PMID],16.7,16.7
Disease,Chronic actinic dermatitis,1-5 / 10 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Wild type ATTR amyloidosis,1-5 / 10 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2012[INST],30,30
Clinical subtype,Classic neuroendocrine tumor of appendix,1-9 / 1 000 000,Worldwide,409967,409967,25965,25965,en,Not yet validated,410294,410294,20524865[PMID],0.25,0.25
Clinical subtype,Classic neuroendocrine tumor of appendix,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Clinical subtype,Goblet cell carcinoma,<1 / 1 000 000,Worldwide,409967,409967,25965,25965,en,Not yet validated,410294,410294,20524865[PMID],0.025,0.025
Clinical subtype,Goblet cell carcinoma,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Particular clinical situation in a disease or syndrome,High altitude pulmonary edema,1-9 / 1 000 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2013[INST],0,0
Disease,Lead poisoning,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2013[INST],2.3,2.3
Disease,Lead poisoning,1-9 / 1 000 000,France,409966,409966,25958,25958,en,Validated,410293,410293,Institut de Veille Sanitaire 2010[INST]_ORPHANET,0.68,0.68
Disease,Hemoglobin Lepore-beta-thalassemia syndrome,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Hemoglobin M disease,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Mercury poisoning,1-9 / 100 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2012[INST],0,0
Disease,Hypotrichosis-deafness syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,16280295[PMID],1,1
Disease,Hypotrichosis-deafness syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Hydroa vacciniforme,1-9 / 1 000 000,United Kingdom,409966,409966,25958,25958,en,Validated,410293,410293,10642674[PMID],0.34,0.34
Disease,Hydroa vacciniforme,1-9 / 1 000 000,Europe,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Actinic prurigo,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Etiological subtype,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,17460227[PMID]_26825290[PMID]_26992161[PMID]_26604000[PMID]_27145208[PMID]_30109270[PMID]_27328748[PMID],11,11
Etiological subtype,DNM1L-related encephalopathy due to mitochondrial and peroxisomal fission defect,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_17460227[PMID]_26825290[PMID]_26992161[PMID]_26604000[PMID]_27145208[PMID]_30109270[PMID]_27328748[PMID],0,0
Disease,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,19409522[PMID],3,3
Disease,Congenital cataract-progressive muscular hypotonia-hearing loss-developmental delay syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Malformation syndrome,Mosaic genome-wide paternal uniparental disomy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,23804593[PMID],13,13
Malformation syndrome,Mosaic genome-wide paternal uniparental disomy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_23804593[PMID],0,0
Malformation syndrome,5p13 microduplication syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,20052029[PMID]_21211577[PMID]_23085304[PMID],7,7
Malformation syndrome,5p13 microduplication syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Non-hypoproteinemic hypertrophic gastropathy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22711003[PMID],1,1
Disease,Non-hypoproteinemic hypertrophic gastropathy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Idiopathic giant cell myocarditis,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Spastic paraplegia-Paget disease of bone syndrome,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,22991237[PMID],1,1
Disease,Spastic paraplegia-Paget disease of bone syndrome,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Lipoprotein glomerulopathy,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_24149835[PMID],0,0
Disease,Lipoprotein glomerulopathy,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,24149835[PMID],150,150
Disease,Adult-onset distal myopathy due to VCP mutation,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,21684747[PMID],9,9
Disease,Adult-onset distal myopathy due to VCP mutation,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Transient neonatal multiple acyl-CoA dehydrogenase deficiency,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,17689999[PMID]_21089064[PMID]_21089064[PMID],1,1
Disease,Transient neonatal multiple acyl-CoA dehydrogenase deficiency,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Histopathological subtype,C3 glomerulonephritis,,,,,,,,,,,,,
Clinical subtype,Generalized juvenile polyposis/juvenile polyposis coli,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Intermittent hydrarthrosis,Unknown,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
Disease,Juvenile overlap myositis,,,,,,,,,,,,,
Category,Juvenile idiopathic inflammatory myopathy,,,,,,,,,,,,,
Clinical subtype,C3 glomerulopathy,1-9 / 1 000 000,Europe,409967,409967,25958,25958,en,Validated,410293,410293,27056062[PMID],0.15,0.15
Clinical subtype,C3 glomerulopathy,1-5 / 10 000,Europe,409966,409966,25958,25958,en,Validated,410293,410293,European Medicines Agency 2018[INST],12,12
Clinical subtype,Immunoglobulin-mediated membranoproliferative glomerulonephritis,,,,,,,,,,,,,
Disease,Fatty acid hydroxylase-associated neurodegeneration,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET_21735565[PMID],0,0
Disease,Adult-onset multiple mitochondrial DNA deletion syndrome due to DGUOK deficiency,Unknown,Worldwide,409966,409966,25965,25965,en,Not yet validated,410294,410294,ORPHANET,0,0
Disease,Thrombocythemia with distal limb defects,,Worldwide,409970,409970,25958,25958,en,Validated,410293,410293,19553636[PMID],3,3
Disease,Thrombocythemia with distal limb defects,<1 / 1 000 000,Worldwide,409966,409966,25958,25958,en,Validated,410293,410293,ORPHANET,0,0
