,ID(n),count(s),d.id,n.I_CODE,n.N_Name,Weight,tf_idf_sum
2197,107451,1,HP:0009373,"['UMLS:C1862103', 'MESH:C537093', 'HP:0009373']",TYPE C BRACHYDACTYLY,1.07e-05,2.556942674919037e-09
2198,117589,1,HP:0009495,"['HP:0006142', 'HP:0004107', 'UMLS:C4021465', 'HP:0009495']","['ACCESSORY INDEX FINGER PHALANGES', 'PSEUDOEPIPHYSES OF THE 2ND FINGER']",3.570000000000001e-05,8.531107803234544e-09
2199,119421,1,HP:0010026,"['UMLS:C4024098', 'HP:0010026']","['ABSENT/UNDERDEVELOPED 1ST LONG BONE OF HAND', 'ABSENT/SMALL 1ST LONG BONE OF HAND', 'APLASIA/HYPOPLASIA OF THE 1ST METACARPAL']",3.289999999999999e-05,7.862001308863205e-09
2200,112636,5,HP:0100560,"['UMLS:C4022024', 'HP:0100560']","['UNEQUAL SIZE OF ARMS', 'UPPER LIMB ASYMMETRY']",3.6700000000000004e-05,4.9627392813887705e-08
2201,121069,1,HP:0010076,"['UMLS:C4024069', 'HP:0010076']","['ABSENT/UNDERDEVELOPED OUTERMOST BIG TOE BONE', 'ABSENT/SMALL OUTERMOST BIG TOE BONE', 'APLASIA/HYPOPLASIA OF THE DISTAL PHALANX OF THE HALLUX']",3.48e-05,3.5979606299435002e-09
2202,63419,2,HP:0005863,"['HP:0006115', 'UMLS:C1862102', 'MESH:C566194', 'HP:0005863']",TYPE E BRACHYDACTYLY,1.24e-05,3.727692216064688e-09
2203,78953,3,HP:0006587,"['UMLS:C4025016', 'HP:0006587']","['STRAIGHT COLLARBONE', 'STRAIGHT CLAVICLES']",1.4499999999999998e-05,9.77768722770967e-09
2204,121254,2,HP:0001571,"['UMLS:C4280593', 'UMLS:C1839965', 'HP:0001571']","['MULTIPLE IMPACTED TEETH', 'IMPACTED TEETH']",1.64e-05,6.106914427482217e-09
2205,110599,3,HP:0008848,"['HP:0008891', 'UMLS:C1861519', 'HP:0008848']","['MODERATE SHORT STATURE', 'SHORT STATURE, MODERATE', 'MODERATELY SHORT STATURE']",1.4800000000000002e-05,8.911901550207462e-09
2206,68714,8,HP:0002655,"['HP:0002776', 'HP:0005893', 'UMLS:C0038015', 'MESH:D010009', 'HP:0002655']","['SPONDYLOEPIPHYSEAL DYSPLASIA TARDA', 'SPONDYLOEPIPHYSEAL DYSPLASIA']",2.27e-05,2.81014589006124e-08
2207,126355,4,HP:0000993,"['UMLS:C1844597', 'HP:0000993']","['MOLLUSCOID PSEUDOTUMOR', 'MOLLUSCOID PSEUDOTUMORS']",1.9e-05,1.968944092526014e-08
2208,122726,14,HP:0001519,"['HP:0003511', 'HP:0008864', 'SNOMEDCT_US:62250003', 'MESH:D054119', 'UMLS:C1836996', 'UMLS:C0003706', 'HP:0001519']","['REDUCED UPPER-LOWER SEGMENT RATIO', 'DOLICHOSTENOMELIA', 'MARFANOID BODY HABITUS', 'MARFANOID HABITUS', 'DISPROPORTIONATE TALL STATURE']",3.8299999999999996e-05,1.2184088155496323e-07
2209,94304,12,HP:0003302,"['SNOMEDCT_US:274152003', 'MESH:D013168', 'UMLS:C0038016', 'HP:0003302']","['DISPLACEMENT OF ONE BACKBONE COMPARED TO ANOTHER', 'SPONDYLOLITHESIS', 'SLIPPED BACKBONE', 'SPONDYLOLISTHESIS']",3.85e-05,1.0028150165862246e-07
2210,64665,9,HP:0000703,"['UMLS:C0011436', 'SNOMEDCT_US:196286005', 'MESH:D003811', 'HP:0000703']",DENTINOGENESIS IMPERFECTA,6.11e-05,6.830258661109926e-08
2211,124542,1,HP:0100689,"['UMLS:C1096274', 'SNOMEDCT_US:423459005', 'HP:0100689']","['THIN CORNEA', 'DECREASED CORNEAL THICKNESS']",2.4e-05,5.205574065703402e-09
2212,63791,6,HP:0002297,"['UMLS:C0239803', 'SNOMEDCT_US:297997007', 'HP:0002297']","['RED HAIR', 'RED HAIR COLOR', 'RED HEAD (HAIR COLOR)']",2.27e-05,2.0651178627419308e-08
2213,85023,13,HP:0000987,"['UMLS:C4021786', 'HP:0000987']","['ATYPICAL SCARRING OF SKIN', 'ATYPICAL SCARRING']",5.870000000000001e-05,2.1362592995309652e-07
2214,82066,6,HP:0000559,"['MESH:D065306', 'SNOMEDCT_US:95726001', 'UMLS:C0349702', 'HP:0000559']",CORNEAL SCARRING,2.6300000000000002e-05,2.8995121058820712e-08
2215,71802,2,HP:0009887,"['UMLS:C4024172', 'HP:0009887']","['ABNORMALITY OF HAIR PIGMENTATION', 'ABNORMALITY OF HAIR COLOR']",5.17e-05,2.6623004408686086e-08
2216,85322,16,HP:0000977,"['UMLS:C1844592', 'UMLS:C0241178', 'HP:0000977']","['SOFT SKIN', 'VELVETY SKIN TEXTURE', 'VELVETY SKIN']",4.54e-05,1.7059963772642624e-07
2217,68650,20,HP:0002659,"['HP:0005931', 'HP:0002798', 'HP:0005783', 'HP:0005710', 'HP:0002662', 'UMLS:C1390474', 'HP:0002659']","['BONE FRAGILITY', 'INCREASED SUSCEPTIBILITY TO FRACTURES', 'INCREASED TENDENCY TO FRACTURES', 'FREQUENT BROKEN BONES', 'INCREASED BONE FRAGILITY', 'ABNORMAL SUSCEPTIBILITY TO FRACTURES']",7.159999999999999e-05,2.207814251077207e-07
2218,62455,7,HP:0011712,"['SNOMEDCT_US:59118001', 'UMLS:C0085615', 'MESH:D002037', 'HP:0011712']","['RIGHT BUNDLE-BRANCH BLOCK', 'RIGHT BUNDLE BRANCH BLOCK']",3.02e-05,2.1341841775761e-08
2219,112201,6,HP:0001663,"['HP:0005166', 'UMLS:C0042510', 'SNOMEDCT_US:71908006', 'MESH:D014693', 'HP:0001663']",VENTRICULAR FIBRILLATION,2.97e-05,1.9634076053658323e-08
2220,111331,9,HP:0001699,"['UMLS:C0011071', 'SNOMEDCT_US:26636000', 'MESH:D003645', 'HP:0001699']",SUDDEN DEATH,3.02e-05,5.8716200412194335e-08
2221,124258,23,HP:0002090,"['UMLS:C0032285', 'MESH:D011014', 'SNOMEDCT_US:233604007', 'HP:0002090']",['PNEUMONIA'],7.91e-05,3.211993224891326e-07
2222,101771,2,HP:0002732,"['UMLS:C1865377', 'UMLS:C4025683', 'HP:0002732']","['SMALL LYMPH NODES', 'LYMPH NODE HYPOPLASIA']",1.63e-05,5.94289611691735e-09
2223,59092,10,HP:0000388,"['UMLS:C0029882', 'MESH:D010033', 'SNOMEDCT_US:65363002', 'HP:0000388']","['MIDDLE EAR INFECTION', 'OTITIS MEDIA']",6.37e-05,1.599157756291084e-07
2224,88833,4,HP:0000024,"['MESH:D011472', 'SNOMEDCT_US:9713002', 'UMLS:C0033581', 'HP:0000024']","['INFLAMMATION OF THE PROSTATE', 'PROSTATITIS']",2.7899999999999997e-05,2.636283866533309e-08
2225,67920,2,HP:0003095,"['UMLS:C0003869', 'SNOMEDCT_US:396234004', 'UMLS:C4280547', 'MESH:D001170', 'SNOMEDCT_US:372939007', 'HP:0003095']",SEPTIC ARTHRITIS,1.4000000000000001e-05,5.62382008522295e-09
2226,126279,3,HP:0000999,"['UMLS:C0034212', 'SNOMEDCT_US:70759006', 'MESH:D011711', 'HP:0000999']","['PUS-FILLED LESION', 'PYODERMA']",1.93e-05,1.0080003262786996e-08
2227,91520,2,HP:0001412,"['UMLS:C1843995', 'HP:0001412']",ENTEROVIRAL HEPATITIS,1.62e-05,6.507563241472271e-09
2228,50148,2,HP:0003729,"['UMLS:C3806660', 'HP:0003729']",ENTEROVIRAL DERMATOMYOSITIS SYNDROME,1.67e-05,6.708413958801662e-09
2229,50329,12,HP:0012115,"['MESH:D006505', 'UMLS:C0019158', 'SNOMEDCT_US:128241005', 'HP:0012115']","['LIVER INFLAMMATION', 'HEPATITIS']",9.120000000000001e-05,2.0444285821854325e-07
2230,126521,20,HP:0002028,"['SNOMEDCT_US:236071009', 'UMLS:C0401151', 'HP:0002028']","['CHRONIC DIARRHEA', 'DIARRHEA, RECURRENT', 'RECURRENT DIARRHEA']",4.93e-05,1.9841212895802402e-07
2231,54620,4,HP:0100765,"['UMLS:C4021975', 'HP:0100765']",ABNORMALITY OF THE TONSILS,5.9999999999999995e-05,7.007221390613893e-08
2232,101285,14,HP:0002754,"['HP:0005901', 'HP:0002755', 'UMLS:C0029443', 'SNOMEDCT_US:60168000', 'SNOMEDCT_US:111253001', 'MESH:D010019', 'UMLS:C2242472', 'HP:0002754']","['BONE INFECTION', 'OSTEOMYELITIS']",6.25e-05,1.7023879144175161e-07
2233,56370,18,HP:0100806,"['MESH:D018805', 'UMLS:C0036690', 'HP:0100806']","['INFECTION IN BLOOD STREAM', 'SEPSIS']",5.79e-05,1.8599299319213443e-07
2234,123196,15,HP:0002960,"['SNOMEDCT_US:85828009', 'MESH:D001327', 'UMLS:C0004364', 'HP:0002960']","['AUTOIMMUNITY', 'AUTOIMMUNE CONDITION', 'AUTOIMMUNE DISEASE', 'AUTOIMMUNE DISORDER']",8.18e-05,2.4311447607044804e-07
2235,55412,3,HP:0100838,"['UMLS:C4021957', 'HP:0100838']",RECURRENT CUTANEOUS ABSCESS FORMATION,2.7000000000000002e-05,1.818097770535337e-08
2236,52714,2,HP:0100780,"['UMLS:C4021849', 'HP:0100780']",CONJUNCTIVAL HAMARTOMA,2.47e-05,1.1564047348701296e-08
2237,113049,3,HP:0007475,"['MESH:D017488', 'SNOMEDCT_US:254167000', 'UMLS:C0079153', 'SNOMEDCT_US:239071005', 'HP:0007475']","['EPIDERMOLYTIC HYPERKERATOSIS', 'BULLOUS CONGENITAL ICHTHYOSIFORM ERYTHRODERMA', 'CONGENITAL BULLOUS ICHTHYOSIFORM ERYTHRODERMA']",1.93e-05,5.574288322239627e-09
2238,6074,12,HP:0001019,"['SNOMEDCT_US:396350005', 'MESH:D003873', 'SNOMEDCT_US:400005007', 'SNOMEDCT_US:396349005', 'SNOMEDCT_US:399992009', 'SNOMEDCT_US:200948000', 'UMLS:C0011606', 'HP:0001019']","['EXFOLIATIVE DERMITITIS', 'GENERALIZED ERYTHRODERMA', 'GENERALIZED ERYTHRODERMIA', 'ERYTHRODERMA']",4.44e-05,9.495944166375363e-08
2239,107226,14,http://purl.obolibrary.org/obo/HP_0025092,HP:0025092,"['ACANTHOSIS', 'THICKENING OF UPPER LAYER OF SKIN', 'ACANTHOTIC EPIDERMIS', 'EPIDERMAL ACANTHOSIS']",4.85e-05,9.627149019651706e-08
2240,120575,6,HP:0007513,"['HP:0007419', 'HP:0000984', 'UMLS:C1849923', 'HP:0007513']","['FAIR SKIN', 'PALE PIGMENTATION', 'GENERALIZED HYPOPIGMENTATION']",2.6000000000000002e-05,3.8707685503831794e-08
2241,111899,3,HP:0001679,"['HP:0030963', 'UMLS:C4025756', 'HP:0001679']","['ABNORMAL AORTA MORPHOLOGY', 'ABNORMALITY OF THE AORTA', 'ABNORMAL AORTIC MORPHOLOGY']",0.00015002399999999999,1.28543519402669e-07
2242,78030,4,HP:0009055,"['HP:0003788', 'UMLS:C1838114', 'HP:0009055']","['GENERALIZED MUSCLE WASTING', 'GENERALIZED MUSCLE ATROPHY, PROXIMAL AND DISTAL', 'GENERALIZED LIMB MUSCLE ATROPHY']",1.66e-05,9.508475161396934e-09
2243,93252,9,HP:0100324,"['HP:0007426', 'HP:0001594', 'SNOMEDCT_US:403524003', 'SNOMEDCT_US:89155008', 'UMLS:C1274865', 'MESH:D012594', 'UMLS:C0011644', 'HP:0100324']","['PROGRESSIVE SYSTEMIC SCLERODERMA', 'PSEUDOSCLERODERMA', 'SCLERODERMA']",3.5e-05,5.881818334199379e-08
2244,113357,2,HP:0007488,"['UMLS:C4024863', 'HP:0007488']",DIFFUSE SKIN ATROPHY,2.36e-05,7.650061255227295e-09
2245,63839,1,HP:0100898,"['UMLS:C0334083', 'MESH:C562737', 'SNOMEDCT_US:400091006', 'SNOMEDCT_US:22858003', 'HP:0100898']",CONNECTIVE TISSUE NEVI,2.6000000000000002e-05,4.992828312962014e-09
2246,103042,2,HP:0010739,"['MESH:D010023', 'SNOMEDCT_US:9147009', 'UMLS:C0029455', 'HP:0010739']",OSTEOPOIKILOSIS,1.4300000000000002e-05,3.6091458712055877e-09
2247,63803,1,HP:0002296,"['UMLS:C1857048', 'HP:0002296']",PROGRESSIVE HYPOTRICHOSIS,9.29e-06,1.1505296946841991e-09
2248,83010,2,HP:0007123,"['UMLS:C4024935', 'HP:0007123']",SUBCORTICAL DEMENTIA,1.26e-05,5.6011919059570636e-09
2249,48992,1,HP:0007634,"['UMLS:C1852242', 'HP:0007634']",NONARTERITIC ANTERIOR ISCHEMIC OPTIC NEUROPATHY,1.25e-05,2.8284925191489412e-09
2250,73708,7,HP:0007024,"['HP:0002201', 'HP:0006819', 'MESH:D020828', 'UMLS:C0033790', 'SNOMEDCT_US:7379000', 'HP:0007024']","['PSEUDOBULBAR PALSY', 'PSEUDOBULBAR SYNDROME', 'PSEUDOBULBAR PARALYSIS']",3.8e-05,5.921481241662395e-08
2251,93544,1,HP:0007236,"['UMLS:C4024918', 'HP:0007236']",RECURRENT SUBCORTICAL INFARCTS,1.58e-05,3.5752145442042617e-09
2252,64347,70,HP:0000716,"['UMLS:C0011581', 'SNOMEDCT_US:21061000119107', 'MESH:D003866', 'SNOMEDCT_US:78667006', 'SNOMEDCT_US:35489007', 'HP:0000716']","['DEPRESSION', 'DEPRESSIVE DISORDER', 'DEPRESSIVITY']",0.000145322,2.1130751512511778e-06
2253,112274,7,HP:0100576,"['SNOMEDCT_US:88032003', 'UMLS:C0149793', 'MESH:D020757', 'HP:0100576']",AMAUROSIS FUGAX,2.3899999999999998e-05,3.9767559414370924e-08
2254,58147,12,HP:0002301,"['UMLS:C0018991', 'MESH:D006429', 'SNOMEDCT_US:50582007', 'HP:0002301']","['PARALYSIS ON ONE SIDE OF BODY', 'HEMIPLEGIA']",5.31e-05,1.1406872882689281e-07
2255,84618,6,HP:0001933,"['UMLS:C0854107', 'HP:0001933']","['BLEEDING BELOW THE SKIN', 'SUBCUTANEOUS HEMORRHAGE']",4.0600000000000004e-05,6.173218700574732e-08
2256,92653,1,HP:0100309,"['SNOMEDCT_US:95453001', 'SNOMEDCT_US:35486000', 'MESH:D006408', 'UMLS:C0018946', 'HP:0100309']","['SUBDURAL HAEMATOMA', 'SUBDURAL HEMORRHAGE']",1.1900000000000001e-05,2.692724878229792e-09
2257,69060,1,HP:0006465,"['UMLS:C1834345', 'HP:0006465']",PERIOSTEAL THICKENING OF LONG TUBULAR BONES,1.9e-05,2.0436575735606636e-09
2258,54249,2,HP:0005731,"['UMLS:C4025145', 'HP:0005731']",CORTICAL IRREGULARITY,2.22e-05,7.912417335558794e-09
2259,66035,5,HP:0004490,"['UMLS:C4280519', 'MESH:C537963', 'UMLS:C1863351', 'UMLS:C4280520', 'HP:0004490']","['OVERGROWTH OF SKULLCAP', 'INCREASED OSSIFICATION OF CALVARIAL BONES', 'HYPEROSTOSIS OF CALVARIAL BONES', 'CALVARIAL HYPEROSTOSIS']",1.91e-05,2.826208870246204e-08
2260,102042,8,HP:0010702,"['HP:0002852', 'HP:0004314', 'HP:0004435', 'SNOMEDCT_US:129646001', 'UMLS:C0020455', 'UMLS:C1306857', 'UMLS:C2048011', 'UMLS:C0151669', 'UMLS:C0541985', 'SNOMEDCT_US:127388009', 'MESH:D006942', 'HP:0010702']","['HYPERGAMMAGLOBULINAEMIA', 'INCREASED SERUM GAMMA GLOBULIN', 'INCREASED GAMMA GLOBULIN', 'HYPERGLOBULINEMIA', 'RAISED IMMUNOGLOBULIN LEVELS', 'INCREASED IMMUNOGLOBULIN LEVEL', 'HYPERGAMMAGLOBULINEMIA', 'ELEVATED IMMUNOGLOBULIN LEVELS', 'INCREASED ANTIBODY LEVEL IN BLOOD']",0.00010193399999999999,1.254788211291038e-07
2261,64539,2,HP:0100963,"['SNOMEDCT_US:14151009', 'MESH:D006941', 'UMLS:C0020453', 'HP:0100963']","['HYPERAESTHESIA', 'HYPERESTHESIA']",1.29e-05,3.429699666212817e-09
2262,66163,2,HP:0100958,"['UMLS:C4021910', 'HP:0100958']",NARROW FORAMEN OBTURATORIUM,2.02e-05,5.8282198200352275e-09
2263,112446,4,HP:0100579,"['UMLS:C4022020', 'HP:0100579']",MUCOSAL TELANGIECTASIAE,4.13e-05,3.981379480540895e-08
2264,108386,14,HP:0002206,"['HP:0006523', 'MESH:D011658', 'UMLS:C0034069', 'SNOMEDCT_US:51615001', 'HP:0002206']",PULMONARY FIBROSIS,4.96e-05,1.291403660930778e-07
2265,52189,14,HP:0001880,"['UMLS:C0014457', 'MESH:D004802', 'HP:0001880']","['HIGH BLOOD EOSINOPHIL COUNT', 'EOSINOPHILIA']",6.26e-05,1.7432906163703282e-07
2266,56725,44,HP:0002355,"['HP:0009030', 'HP:0007101', 'SNOMEDCT_US:228158008', 'UMLS:C0311394', 'MESH:D051346', 'HP:0002355']","['DIFFICULTY IN WALKING', 'DIFFICULTY WALKING', 'WALKING DISABILITY']",9.71e-05,6.817855197244031e-07
2267,57889,13,HP:0002312,"['UMLS:C0233844', 'SNOMEDCT_US:7006003', 'HP:0002312']",['CLUMSINESS'],3.3100000000000005e-05,7.101808316719033e-08
2268,114392,15,HP:0003565,"['SNOMEDCT_US:165468009', 'UMLS:C0151632', 'HP:0003565']","['ELEVATED ESR', 'RAISED ERYTHROCYTE SEDIMENTATION RATE', 'ELEVATED SEDIMENTATION RATE', 'HIGH ESR', 'HIGH ERYTHROCYTE SEDIMENTATION RATE', 'INCREASED ERYTHROCYTE SEDIMENTATION RATE', 'ELEVATED ERYTHROCYTE SEDIMENTATION RATE']",4.29e-05,1.335122618113832e-07
2269,121676,3,HP:0007552,"['UMLS:C1859347', 'HP:0007552']","['ABNORMAL FAT TISSUE DISTRIBUTION BELOW THE SKIN', 'ABNORMAL SUBCUTANEOUS FAT TISSUE DISTRIBUTION']",2.18e-05,2.0912695537640808e-08
2270,89223,9,HP:0000016,"['UMLS:C0080274', 'SNOMEDCT_US:449491000124101', 'SNOMEDCT_US:267064002', 'SNOMEDCT_US:130951007', 'MESH:D016055', 'HP:0000016']","['INCREASED POST-VOID RESIDUAL URINE VOLUME', 'URINARY RETENTION']",3.14e-05,4.9356602413041577e-08
2271,122221,6,HP:0001533,"['HP:0001529', 'UMLS:C1850573', 'HP:0001533']","['THIN BUILD', 'ASTHENIC HABITUS', 'THIN BODY HABITUS', 'SLENDER BUILD']",2.6000000000000002e-05,3.661349976538258e-08
2272,61851,4,HP:0009763,"['UMLS:C0030196', 'SNOMEDCT_US:90834002', 'HP:0009763']","['LIMB PAIN', 'PAIN IN EXTREMITIES']",4.15e-05,3.323672020216617e-08
2273,72676,17,HP:0000651,"['MESH:D004172', 'UMLS:C0012569', 'SNOMEDCT_US:24982008', 'HP:0000651']","['DOUBLE VISION', 'DIPLOPIA']",4.5600000000000004e-05,1.3961558655689812e-07
2274,65294,3,HP:0007807,"['HP:0008495', 'SNOMEDCT_US:72983001', 'UMLS:C0271344', 'HP:0007807']",OPTIC NERVE COMPRESSION,2.22e-05,1.1052334455271884e-08
2275,50995,13,HP:0003758,"['HP:0007409', 'HP:0001002', 'SNOMEDCT_US:248316006', 'UMLS:C0424631', 'UMLS:C1857657', 'HP:0003758']","['REDUCED FAT TISSUE BELOW THE SKIN', 'REDUCED SUBCUTANEOUS FAT', 'SCANTY ADIPOSE TISSUE', 'DECREASED SUBCUTANEOUS FAT', 'DECREASED SUBCUTANEOUS ADIPOSE TISSUE', 'REDUCED SUBCUTANEOUS ADIPOSE TISSUE']",5.6899999999999994e-05,1.535901340636662e-07
2276,79431,2,HP:0009098,"['UMLS:C4024599', 'HP:0009098']","['CHRONIC ORAL THRUSH', 'CHRONIC ORAL CANDIDIASIS']",1.7e-05,3.362369550934901e-09
2277,58943,3,HP:0012203,"['SNOMEDCT_US:414941008', 'UMLS:C0040261', 'MESH:D014009', 'HP:0012203']",ONYCHOMYCOSIS,1.85e-05,1.0428777404656146e-08
2278,80624,1,HP:0005172,"['UMLS:C0264913', 'SNOMEDCT_US:62026008', 'HP:0005172']","['LEFT POSTERIOR HEMIBLOCK', 'LEFT POSTERIOR FASCICULAR BLOCK']",1.6e-05,1.877505924248304e-09
2279,112771,24,HP:0001645,"['HP:0005161', 'SNOMEDCT_US:95281009', 'MESH:D016757', 'UMLS:C0085298', 'HP:0001645']","['SUDDEN CARDIAC DEATH', 'PREMATURE SUDDEN CARDIAC DEATH']",6.709999999999999e-05,3.122019774513226e-07
2280,62463,3,HP:0011711,"['UMLS:C0264912', 'SNOMEDCT_US:37760005', 'HP:0011711']","['LEFT ANTERIOR HEMIBLOCK', 'LEFT ANTERIOR FASCICULAR BLOCK']",2.12e-05,9.731015629882956e-09
2281,80604,1,HP:0005170,"['UMLS:C1861987', 'HP:0005170']",COMPLETE HEART BLOCK WITH BROAD QRS COMPLEXES,1.1599999999999999e-05,1.3611917950800208e-09
2282,66159,14,HP:0001279,"['SNOMEDCT_US:272030005', 'MESH:D013575', 'UMLS:C0039070', 'SNOMEDCT_US:309585006', 'SNOMEDCT_US:271594007', 'HP:0001279']","['FAINTING SPELL', 'SYNCOPE']",9.41e-05,1.3567229026048568e-07
2283,47414,1,HP:0011580,"['UMLS:C4023288', 'HP:0011580']",SHORT CHORDAE TENDINEAE OF THE MITRAL VALVE,1.67e-05,1.594538625927747e-09
2284,89079,1,HP:0006692,"['UMLS:C4025001', 'HP:0006692']",SHORT CHORDAE TENDINEAE OF THE TRICUSPID VALVE,1.4999999999999999e-05,1.4322203226895933e-09
2285,12968,2,HP:0001054,"['UMLS:C1849677', 'HP:0001054']","['NUMEROUS MOLES', 'MULTIPLE PIGMENTED NEVI', 'NUMEROUS NEVI']",2.3800000000000003e-05,1.0675833823962416e-08
2286,113057,3,HP:0001633,"['HP:0031477', 'UMLS:C4025759', 'HP:0001633']","['ABNORMALITY OF THE MITRAL VALVE', 'ABNORMAL MITRAL VALVE MORPHOLOGY']",0.00010271799999999999,1.0159156444470866e-07
2287,87148,6,HP:0000914,"['UMLS:C1834124', 'UMLS:C1839248', 'HP:0000914']","['SHIELD CHEST', 'BROAD CHEST']",2.0300000000000002e-05,3.1781320340582195e-08
2288,55167,7,HP:0004306,"['HP:0005260', 'UMLS:C4021662', 'HP:0004306']","['ABNORMALITY OF THE ENDOCARDIUM', 'ABNORMALITY OF THE ENDOMYCOARDIUM', 'ABNORMAL ENDOCARDIUM MORPHOLOGY']",4.31e-05,8.885832697203273e-08
2289,112814,5,HP:0001641,"['SNOMEDCT_US:448643005', 'UMLS:C3164374', 'HP:0001641']","['ANOMALY OF THE PULMONARY VALVE', 'ABNORMALITY OF THE PULMONARY VALVE', 'ABNORMAL PULMONARY VALVE MORPHOLOGY']",6.08e-05,1.0338555312233186e-07
2290,108060,9,HP:0002212,"['UMLS:C0558165', 'SNOMEDCT_US:225570000', 'HP:0002212']",['CURLY HAIR'],2.51e-05,5.7090355957232424e-08
2291,104588,13,HP:0000766,"['HP:0006605', 'HP:0000780', 'HP:0006586', 'HP:0006708', 'HP:0006630', 'HP:0006594', 'UMLS:C1860493', 'HP:0000766']","['PECTUS EXCAVATUM OR PECTUS CARINATUM', 'PECTUS EXCAVATUM OR CARINATUM', 'STERNAL ANOMALIES', 'ABNORMALITY OF THE STERNUM', 'PECTUS CARINATUM OR PECTUS EXCAVATUM', 'PECTUS EXCAVATUM/CARINATUM', 'PECTUS DEFORMITY', 'PECTUS DEFORMITIES']",0.000101581,2.658235647823314e-07
2292,63535,9,HP:0004409,"['SNOMEDCT_US:83156004', 'UMLS:C2364082', 'HP:0004409']","['DECREASED SMELL SENSATION', 'LOSS OF SMELL', 'SENSE OF SMELL IMPAIRED', 'HYPOSMIA']",4.55e-05,6.472479034814702e-08
2293,100406,3,HP:0008724,"['UMLS:C0685840', 'SNOMEDCT_US:93279005', 'UMLS:C1835452', 'HP:0008724']","['UNDERDEVELOPED OVARY', 'HYPOPLASTIC OVARY', 'HYPOPLASIA OF THE OVARY']",2.54e-05,1.7422621225392938e-08
2294,62815,2,HP:0001709,"['UMLS:C0151517', 'SNOMEDCT_US:27885002', 'HP:0001709']","['COMPLETE HEART BLOCK', 'THIRD-DEGREE HEART BLOCK', 'THIRD DEGREE ATRIOVENTRICULAR BLOCK']",3.21e-05,1.4256430765644144e-08
2295,88568,3,HP:0012569,"['UMLS:C0949173', 'HP:0012569']","['DELAYED START OF FIRST PERIOD', 'DELAYED MENARCHE']",1.95e-05,1.31423753885308e-08
2296,62445,3,HP:0011710,"['MESH:D002037', 'UMLS:C0006384', 'SNOMEDCT_US:6374002', 'HP:0011710']","['BUNDLE-BRANCH BLOCK', 'BUNDLE BRANCH BLOCK']",3.9e-05,4.198088330997893e-08
2297,75068,1,HP:0010463,"['SNOMEDCT_US:12017008', 'UMLS:C0266368', 'HP:0010463']","['ABSENT OVARY', 'BILATERAL ABSENT OVARIES', 'APLASIA OF THE OVARIES', 'APLASIA OF THE OVARY']",1.56e-05,5.423684257084203e-09
2298,93307,6,HP:0008689,"['HP:0008686', 'UMLS:C0431663', 'SNOMEDCT_US:268228006', 'MESH:D003456', 'HP:0008689']","['CRYPTORCHIDISM, BILATERAL', 'BILATERAL CRYPTORCHIDISM']",2.02e-05,2.505640272000762e-08
2299,88236,2,http://purl.obolibrary.org/obo/HP_0040016,"['UMLS:C4022490', 'HP:0040016']","['PROMINENT TAILBONE', 'PROMINENT COCCYX']",2.15e-05,8.62084216857661e-09
2300,60998,2,HP:0006394,"['UMLS:C1861331', 'HP:0006394']",['LIMITED PRONATION/SUPINATION OF FOREARM'],1.31e-05,3.6019012335626835e-09
2301,93169,2,HP:0002825,"['UMLS:C3277117', 'HP:0002825']","['COCCYGEAL TAIL', 'HUMAN TAIL', 'CAUDAL APPENDAGE']",1.52e-05,4.925111839161199e-09
2302,106491,2,HP:0002265,"['UMLS:C3808403', 'HP:0002265']",['LARGE FLESHY EARS'],1.17e-05,4.002032867050237e-09
2303,97815,1,HP:0006769,"['UMLS:C1834421', 'HP:0006769']",MYXOID SUBCUTANEOUS TUMORS,1.42e-05,1.7923537836653663e-09
2304,90887,6,HP:0002890,"['UMLS:C0549473', 'MESH:D013964', 'HP:0002890']",THYROID CARCINOMA,6.08e-05,8.711996994204285e-08
2305,118972,1,HP:0005587,"['UMLS:C1834424', 'HP:0005587']",PROFUSE PIGMENTED SKIN LESIONS,1.26e-05,1.5903984277594095e-09
2306,68356,5,HP:0002666,"['SNOMEDCT_US:85583005', 'SNOMEDCT_US:302835009', 'SNOMEDCT_US:399343007', 'MESH:D010673', 'UMLS:C0031511', 'HP:0002666']","['CHROMAFFIN TUMORS', 'PHEOCHROMOCYTOMA']",3.0799999999999996e-05,2.5312410693823183e-08
2307,67812,2,HP:0100008,"['UMLS:C0027809', 'SNOMEDCT_US:404022001', 'SNOMEDCT_US:985004', 'MESH:D009442', 'HP:0100008']","['SCHWANN CELL TUMOR', 'NEURINOMA', 'NEUROLEMMOMA', 'SCHWANN CELL TUMOUR', 'NEURILEMMOMA', 'SCHWANNOMAS', 'SCHWANNOMA']",3.79e-05,9.091845289048986e-09
2308,54077,1,HP:0008225,"['UMLS:C1969546', 'HP:0008225']",THYROID FOLLICULAR HYPERPLASIA,1.5399999999999998e-05,1.943820300594834e-09
2309,90838,9,HP:0002893,"['UMLS:C0032000', 'SNOMEDCT_US:128664001', 'MESH:D010911', 'SNOMEDCT_US:254956000', 'HP:0002893']","['NONCANCEROUS TUMOR IN PITUITARY GLAND', 'PITUITARY ADENOMA']",9.48e-05,1.5329114854210048e-07
