HPO_ID,HP_Term,Frequency,GARD_IDS
HP:0000340,Sloping forehead,Frequent (79-30%),GARD:0011963
HP:0000400,Macrotia,Very frequent (99-80%),GARD:0011963
HP:0000414,Bulbous nose,Very frequent (99-80%),GARD:0011963
HP:0000431,Wide nasal bridge,Very frequent (99-80%),GARD:0011963
HP:0000486,Strabismus,Frequent (79-30%),GARD:0011963
HP:0000582,Upslanted palpebral fissure,Very frequent (99-80%),GARD:0011963
HP:0001176,Large hands,Very frequent (99-80%),GARD:0011963
HP:0001250,Seizures,Frequent (79-30%),GARD:0011963
HP:0001376,Limitation of joint mobility,Very frequent (99-80%),GARD:0011963
HP:0001597,Abnormality of the nail,Frequent (79-30%),GARD:0011963
HP:0002162,Low posterior hairline,Very frequent (99-80%),GARD:0011963
HP:0002242,Abnormal intestine morphology,Frequent (79-30%),GARD:0011963
HP:0002650,Scoliosis,Frequent (79-30%),GARD:0011963
HP:0002750,Delayed skeletal maturation,Very frequent (99-80%),GARD:0011963
HP:0004209,Clinodactyly of the 5th finger,Frequent (79-30%),GARD:0011963
HP:0008559,Hypoplastic superior helix,Frequent (79-30%),GARD:0011963
HP:0009882,Short distal phalanx of finger,Very frequent (99-80%),GARD:0011963
HP:0010864,"Intellectual disability, severe",Very frequent (99-80%),GARD:0011963
HP:0011304,Broad thumb,Frequent (79-30%),GARD:0011963
HP:0011344,Severe global developmental delay,Very frequent (99-80%),GARD:0011963
HP:0100335,Non-midline cleft lip,Frequent (79-30%),GARD:0011963
HP:0100490,Camptodactyly of finger,Very frequent (99-80%),GARD:0011963
HP:0000126,Hydronephrosis,Frequent (79-30%),GARD:0011963
HP:0000218,High palate,Very frequent (99-80%),GARD:0011963
HP:0000252,Microcephaly,Very frequent (99-80%),GARD:0011963
HP:0000303,Mandibular prognathia,Very frequent (99-80%),GARD:0011963
HP:0000316,Hypertelorism,Very frequent (99-80%),GARD:0011963
HP:0000340,Sloping forehead,Very frequent (99-80%),GARD:0011963
HP:0000400,Macrotia,Very frequent (99-80%),GARD:0011963
HP:0000431,Wide nasal bridge,Very frequent (99-80%),GARD:0011963
HP:0000494,Downslanted palpebral fissures,Very frequent (99-80%),GARD:0011963
HP:0000581,Blepharophimosis,Frequent (79-30%),GARD:0011963
HP:0000613,Photophobia,Very frequent (99-80%),GARD:0011963
HP:0000689,Dental malocclusion,Very frequent (99-80%),GARD:0011963
HP:0000768,Pectus carinatum,Very frequent (99-80%),GARD:0011963
HP:0001231,Abnormality of the fingernails,Very frequent (99-80%),GARD:0011963
HP:0001249,Intellectual disability,Very frequent (99-80%),GARD:0011963
HP:0001537,Umbilical hernia,Very frequent (99-80%),GARD:0011963
HP:0001671,Abnormal cardiac septum morphology,Very frequent (99-80%),GARD:0011963
HP:0002064,Spastic gait,Very frequent (99-80%),GARD:0011963
HP:0002167,Neurological speech impairment,Very frequent (99-80%),GARD:0011963
HP:0002213,Fine hair,Very frequent (99-80%),GARD:0011963
HP:0002644,Abnormality of pelvic girdle bone morphology,Very frequent (99-80%),GARD:0011963
HP:0002648,Abnormality of calvarial morphology,Very frequent (99-80%),GARD:0011963
HP:0004209,Clinodactyly of the 5th finger,Very frequent (99-80%),GARD:0011963
HP:0004322,Short stature,Very frequent (99-80%),GARD:0011963
HP:0004349,Reduced bone mineral density,Very frequent (99-80%),GARD:0011963
HP:0004422,Biparietal narrowing,Very frequent (99-80%),GARD:0011963
HP:0006482,Abnormality of dental morphology,Very frequent (99-80%),GARD:0011963
HP:0008407,Hyperconvex thumb nails,Very frequent (99-80%),GARD:0011963
HP:0008425,Cuboid-shaped thoracolumbar vertebral bodies,Very frequent (99-80%),GARD:0011963
HP:0010807,Open bite,Very frequent (99-80%),GARD:0011963
HP:0000201,Pierre-Robin sequence,Very frequent (99-80%),GARD:0010089
HP:0001631,Atrial septal defect,Very frequent (99-80%),GARD:0010089
HP:0001762,Talipes equinovarus,Very frequent (99-80%),GARD:0010089
HP:0005301,Persistent left superior vena cava,Very frequent (99-80%),GARD:0010089
HP:0000162,Glossoptosis,Frequent (79-30%),GARD:0010089
HP:0000175,Cleft palate,Frequent (79-30%),GARD:0010089
HP:0000316,Hypertelorism,Frequent (79-30%),GARD:0010089
HP:0000340,Sloping forehead,Frequent (79-30%),GARD:0010089
HP:0000347,Micrognathia,Frequent (79-30%),GARD:0010089
HP:0000431,Wide nasal bridge,Frequent (79-30%),GARD:0010089
HP:0000961,Cyanosis,Frequent (79-30%),GARD:0010089
HP:0001249,Intellectual disability,Frequent (79-30%),GARD:0010089
HP:0001263,Global developmental delay,Frequent (79-30%),GARD:0010089
HP:0001290,Generalized hypotonia,Frequent (79-30%),GARD:0010089
HP:0001508,Failure to thrive,Frequent (79-30%),GARD:0010089
HP:0001511,Intrauterine growth retardation,Frequent (79-30%),GARD:0010089
HP:0001838,Rocker bottom foot,Frequent (79-30%),GARD:0010089
HP:0009891,Underdeveloped supraorbital ridges,Frequent (79-30%),GARD:0010089
HP:0000028,Cryptorchidism,Occasional (29-5%),GARD:0010089
HP:0000085,Horseshoe kidney,Occasional (29-5%),GARD:0010089
HP:0000126,Hydronephrosis,Occasional (29-5%),GARD:0010089
HP:0000239,Large fontanelles,Occasional (29-5%),GARD:0010089
HP:0000365,Hearing impairment,Occasional (29-5%),GARD:0010089
HP:0000368,"Low-set, posteriorly rotated ears",Occasional (29-5%),GARD:0010089
HP:0000385,Small earlobe,Occasional (29-5%),GARD:0010089
HP:0000395,Prominent antihelix,Occasional (29-5%),GARD:0010089
HP:0000463,Anteverted nares,Occasional (29-5%),GARD:0010089
HP:0000545,Myopia,Occasional (29-5%),GARD:0010089
HP:0000574,Thick eyebrow,Occasional (29-5%),GARD:0010089
HP:0000954,Single transverse palmar crease,Occasional (29-5%),GARD:0010089
HP:0001161,Hand polydactyly,Occasional (29-5%),GARD:0010089
HP:0001250,Seizures,Occasional (29-5%),GARD:0010089
HP:0001273,Abnormal corpus callosum morphology,Occasional (29-5%),GARD:0010089
HP:0001321,Cerebellar hypoplasia,Occasional (29-5%),GARD:0010089
HP:0001978,Extramedullary hematopoiesis,Occasional (29-5%),GARD:0010089
HP:0002104,Apnea,Occasional (29-5%),GARD:0010089
HP:0002136,Broad-based gait,Occasional (29-5%),GARD:0010089
HP:0002650,Scoliosis,Occasional (29-5%),GARD:0010089
HP:0004492,Widely patent fontanelles and sutures,Occasional (29-5%),GARD:0010089
HP:0006101,Finger syndactyly,Occasional (29-5%),GARD:0010089
HP:0006434,Hypoplasia of proximal radius,Occasional (29-5%),GARD:0010089
HP:0009738,Abnormality of the antihelix,Occasional (29-5%),GARD:0010089
HP:0012745,Short palpebral fissure,Occasional (29-5%),GARD:0010089
HP:0030084,Clinodactyly,Occasional (29-5%),GARD:0010089
HP:0000199,Tongue nodules,Very rare (<4-1%),GARD:0010089
HP:0000648,Optic atrophy,Very rare (<4-1%),GARD:0010089
HP:0000767,Pectus excavatum,Very rare (<4-1%),GARD:0010089
HP:0000879,Short sternum,Very rare (<4-1%),GARD:0010089
HP:0001636,Tetralogy of Fallot,Very rare (<4-1%),GARD:0010089
HP:0002089,Pulmonary hypoplasia,Very rare (<4-1%),GARD:0010089
HP:0002246,Abnormality of the duodenum,Very rare (<4-1%),GARD:0010089
HP:0009085,Alveolar ridge overgrowth,Very rare (<4-1%),GARD:0010089
HP:0010720,Abnormal hair pattern,Very rare (<4-1%),GARD:0010089
HP:0011445,Athetoid cerebral palsy,Very rare (<4-1%),GARD:0010089
HP:0100259,Postaxial polydactyly,Very rare (<4-1%),GARD:0010089
HP:0002211,White forelock,Very frequent (99-80%),GARD:0004344
HP:0005599,Hypopigmentation of hair,Very frequent (99-80%),GARD:0004344
HP:0007544,Piebaldism,Very frequent (99-80%),GARD:0004344
HP:0001053,Hypopigmented skin patches,Frequent (79-30%),GARD:0004344
HP:0002226,White eyebrow,Frequent (79-30%),GARD:0004344
HP:0002227,White eyelashes,Frequent (79-30%),GARD:0004344
HP:0012733,Macule,Frequent (79-30%),GARD:0004344
HP:0000252,Microcephaly,Occasional (29-5%),GARD:0004344
HP:0000343,Long philtrum,Occasional (29-5%),GARD:0004344
HP:0000365,Hearing impairment,Occasional (29-5%),GARD:0004344
HP:0000431,Wide nasal bridge,Occasional (29-5%),GARD:0004344
HP:0000664,Synophrys,Occasional (29-5%),GARD:0004344
HP:0001100,Heterochromia iridis,Occasional (29-5%),GARD:0004344
HP:0001249,Intellectual disability,Occasional (29-5%),GARD:0004344
HP:0001251,Ataxia,Occasional (29-5%),GARD:0004344
HP:0001252,Muscular hypotonia,Occasional (29-5%),GARD:0004344
HP:0002251,Aganglionic megacolon,Occasional (29-5%),GARD:0004344
HP:0002648,Abnormality of calvarial morphology,Occasional (29-5%),GARD:0004344
HP:0008069,Neoplasm of the skin,Occasional (29-5%),GARD:0004344
HP:0000028,Cryptorchidism,Occasional (29-5%),GARD:0012123
HP:0000151,Aplasia of the uterus,Frequent (79-30%),GARD:0012123
HP:0000175,Cleft palate,Occasional (29-5%),GARD:0012123
HP:0000347,Micrognathia,Frequent (79-30%),GARD:0012123
HP:0000411,Protruding ear,Occasional (29-5%),GARD:0012123
HP:0000470,Short neck,Frequent (79-30%),GARD:0012123
HP:0001180,Hand oligodactyly,Very frequent (99-80%),GARD:0012123
HP:0001362,Skull defect,Occasional (29-5%),GARD:0012123
HP:0001511,Intrauterine growth retardation,Frequent (79-30%),GARD:0012123
HP:0001789,Hydrops fetalis,Occasional (29-5%),GARD:0012123
HP:0001849,Foot oligodactyly,Very frequent (99-80%),GARD:0012123
HP:0001883,Talipes,Occasional (29-5%),GARD:0012123
HP:0002023,Anal atresia,Occasional (29-5%),GARD:0012123
HP:0002164,Nail dysplasia,Very frequent (99-80%),GARD:0012123
HP:0002435,Meningocele,Occasional (29-5%),GARD:0012123
HP:0002575,Tracheoesophageal fistula,Occasional (29-5%),GARD:0012123
HP:0002705,"High, narrow palate",Occasional (29-5%),GARD:0012123
HP:0002983,Micromelia,Very frequent (99-80%),GARD:0012123
HP:0002984,Hypoplasia of the radius,Frequent (79-30%),GARD:0012123
HP:0002986,Radial bowing,Frequent (79-30%),GARD:0012123
HP:0002990,Fibular aplasia,Very frequent (99-80%),GARD:0012123
HP:0002992,Abnormality of tibia morphology,Very frequent (99-80%),GARD:0012123
HP:0003041,Humeroradial synostosis,Occasional (29-5%),GARD:0012123
HP:0003196,Short nose,Occasional (29-5%),GARD:0012123
HP:0003498,Disproportionate short stature,Very frequent (99-80%),GARD:0012123
HP:0003982,Absent ulna,Very frequent (99-80%),GARD:0012123
HP:0006487,Bowing of the long bones,Very frequent (99-80%),GARD:0012123
HP:0008517,Aplasia/Hypoplasia of the sacrum,Very frequent (99-80%),GARD:0012123
HP:0008736,Hypoplasia of penis,Occasional (29-5%),GARD:0012123
HP:0009103,Aplasia/Hypoplasia involving the pelvis,Very frequent (99-80%),GARD:0012123
HP:0100257,Ectrodactyly,Very frequent (99-80%),GARD:0012123
HP:0000343,Long philtrum,Very frequent (99-80%),GARD:0004323
HP:0000402,Stenosis of the external auditory canal,Very frequent (99-80%),GARD:0004323
HP:0000405,Conductive hearing impairment,Very frequent (99-80%),GARD:0004323
HP:0002002,Deep philtrum,Very frequent (99-80%),GARD:0004323
HP:0003019,Abnormality of the wrist,Very frequent (99-80%),GARD:0004323
HP:0003022,Hypoplasia of the ulna,Very frequent (99-80%),GARD:0004323
HP:0003031,Ulnar bowing,Very frequent (99-80%),GARD:0004323
HP:0004059,Radial club hand,Frequent (79-30%),GARD:0004323
HP:0005105,Abnormal nasal morphology,Very frequent (99-80%),GARD:0004323
HP:0005288,Abnormality of the nares,Very frequent (99-80%),GARD:0004323
HP:0005792,Short humerus,Very frequent (99-80%),GARD:0004323
HP:0006420,Asymmetric radial dysplasia,Very frequent (99-80%),GARD:0004323
HP:0006482,Abnormality of dental morphology,Frequent (79-30%),GARD:0004323
HP:0008551,Microtia,Very frequent (99-80%),GARD:0004323
HP:0009601,Aplasia/Hypoplasia of the thumb,Very frequent (99-80%),GARD:0004323
HP:0009813,Upper limb phocomelia,Very frequent (99-80%),GARD:0004323
HP:0009896,Abnormality of the antitragus,Very frequent (99-80%),GARD:0004323
HP:0009906,Aplasia/Hypoplasia of the earlobes,Very frequent (99-80%),GARD:0004323
HP:0010038,Short 2nd metacarpal,Very frequent (99-80%),GARD:0004323
HP:0011675,Arrhythmia,Very frequent (99-80%),GARD:0004323
HP:0100257,Ectrodactyly,Very frequent (99-80%),GARD:0004323
HP:0007099,Arnold-Chiari type I malformation,Obligate (100%),GARD:0009230
HP:0002315,Headache,Very frequent (99-80%),GARD:0009230
HP:0002331,Recurrent paroxysmal headache,Very frequent (99-80%),GARD:0009230
HP:0030833,Neck pain,Very frequent (99-80%),GARD:0009230
HP:0040010,Small posterior fossa,Very frequent (99-80%),GARD:0009230
HP:0000360,Tinnitus,Frequent (79-30%),GARD:0009230
HP:0000639,Nystagmus,Frequent (79-30%),GARD:0009230
HP:0001293,Cranial nerve compression,Frequent (79-30%),GARD:0009230
HP:0001605,Vocal cord paralysis,Frequent (79-30%),GARD:0009230
HP:0002015,Dysphagia,Frequent (79-30%),GARD:0009230
HP:0002066,Gait ataxia,Frequent (79-30%),GARD:0009230
HP:0002073,Progressive cerebellar ataxia,Frequent (79-30%),GARD:0009230
HP:0002196,Myelopathy,Frequent (79-30%),GARD:0009230
HP:0002321,Vertigo,Frequent (79-30%),GARD:0009230
HP:0002395,Lower limb hyperreflexia,Frequent (79-30%),GARD:0009230
HP:0002516,Increased intracranial pressure,Frequent (79-30%),GARD:0009230
HP:0002650,Scoliosis,Frequent (79-30%),GARD:0009230
HP:0002949,Fused cervical vertebrae,Frequent (79-30%),GARD:0009230
HP:0003396,Syringomyelia,Frequent (79-30%),GARD:0009230
HP:0003474,Sensory impairment,Frequent (79-30%),GARD:0009230
HP:0004602,Cervical C2/C3 vertebral fusion,Frequent (79-30%),GARD:0009230
HP:0004608,Anteriorly placed odontoid process,Frequent (79-30%),GARD:0009230
HP:0006824,Cranial nerve paralysis,Frequent (79-30%),GARD:0009230
HP:0007067,Distal peripheral sensory neuropathy,Frequent (79-30%),GARD:0009230
HP:0009591,Abnormality of the vestibulocochlear nerve,Frequent (79-30%),GARD:0009230
HP:0010558,Abnormality of the clivus,Frequent (79-30%),GARD:0009230
HP:0010825,Abnormality of the eleventh cranial nerve,Frequent (79-30%),GARD:0009230
HP:0010826,Abnormality of the twelfth cranial nerve,Frequent (79-30%),GARD:0009230
HP:0011389,Functional abnormality of the inner ear,Frequent (79-30%),GARD:0009230
HP:0012046,Areflexia of upper limbs,Frequent (79-30%),GARD:0009230
HP:0012534,Dysesthesia,Frequent (79-30%),GARD:0009230
HP:0025258,Stiff neck,Frequent (79-30%),GARD:0009230
HP:0000020,Urinary incontinence,Occasional (29-5%),GARD:0009230
HP:0000613,Photophobia,Occasional (29-5%),GARD:0009230
HP:0000651,Diplopia,Occasional (29-5%),GARD:0009230
HP:0001324,Muscle weakness,Occasional (29-5%),GARD:0009230
HP:0001437,Abnormality of the musculature of the lower limbs,Occasional (29-5%),GARD:0009230
HP:0002512,Brain stem compression,Occasional (29-5%),GARD:0009230
HP:0003487,Babinski sign,Occasional (29-5%),GARD:0009230
HP:0005758,Basilar impression,Occasional (29-5%),GARD:0009230
HP:0008615,Adult onset sensorineural hearing impairment,Occasional (29-5%),GARD:0009230
HP:0010536,Central sleep apnea,Occasional (29-5%),GARD:0009230
HP:0012366,Basilar invagination,Occasional (29-5%),GARD:0009230
HP:0030195,Fatigable weakness of swallowing muscles,Occasional (29-5%),GARD:0009230
HP:0000164,Abnormality of the dentition,Frequent (79-30%),GARD:0004361
HP:0000365,Hearing impairment,Occasional (29-5%),GARD:0004361
HP:0000534,Abnormality of the eyebrow,Frequent (79-30%),GARD:0004361
HP:0000682,Abnormality of dental enamel,Frequent (79-30%),GARD:0004361
HP:0001596,Alopecia,Frequent (79-30%),GARD:0004361
HP:0001597,Abnormality of the nail,Frequent (79-30%),GARD:0004361
HP:0002299,Brittle hair,Frequent (79-30%),GARD:0004361
HP:0003777,Pili torti,Very frequent (99-80%),GARD:0004361
HP:0010719,Abnormality of hair texture,Very frequent (99-80%),GARD:0004361
HP:0000324,Facial asymmetry,Occasional (29-5%),GARD:0004312
HP:0000501,Glaucoma,Frequent (79-30%),GARD:0004312
HP:0000592,Blue sclerae,Occasional (29-5%),GARD:0004312
HP:0001052,Nevus flammeus,Very frequent (99-80%),GARD:0004312
HP:0001053,Hypopigmented skin patches,Very frequent (99-80%),GARD:0004312
HP:0001250,Seizures,Frequent (79-30%),GARD:0004312
HP:0002120,Cerebral cortical atrophy,Very frequent (99-80%),GARD:0004312
HP:0002353,EEG abnormality,Frequent (79-30%),GARD:0004312
HP:0002514,Cerebral calcification,Frequent (79-30%),GARD:0004312
HP:0003401,Paresthesia,Very frequent (99-80%),GARD:0004312
HP:0004349,Reduced bone mineral density,Very frequent (99-80%),GARD:0004312
HP:0007440,Generalized hyperpigmentation,Very frequent (99-80%),GARD:0004312
HP:0100026,Arteriovenous malformation,Very frequent (99-80%),GARD:0004312
HP:0100543,Cognitive impairment,Frequent (79-30%),GARD:0004312
HP:0000358,Posteriorly rotated ears,Very frequent (99-80%),GARD:0004465
HP:0000369,Low-set ears,Very frequent (99-80%),GARD:0004465
HP:0000772,Abnormality of the ribs,Very frequent (99-80%),GARD:0004465
HP:0001059,Pterygium,Very frequent (99-80%),GARD:0004465
HP:0001511,Intrauterine growth retardation,Very frequent (99-80%),GARD:0004465
HP:0003312,Abnormal form of the vertebral bodies,Very frequent (99-80%),GARD:0004465
HP:0003316,Butterfly vertebrae,Very frequent (99-80%),GARD:0004465
HP:0009465,Ulnar deviation of finger,Very frequent (99-80%),GARD:0004465
HP:0000286,Epicanthus,Frequent (79-30%),GARD:0004465
HP:0000396,Overfolded helix,Frequent (79-30%),GARD:0004465
HP:0000405,Conductive hearing impairment,Frequent (79-30%),GARD:0004465
HP:0000494,Downslanted palpebral fissures,Frequent (79-30%),GARD:0004465
HP:0001199,Triphalangeal thumb,Frequent (79-30%),GARD:0004465
HP:0001387,Joint stiffness,Frequent (79-30%),GARD:0004465
HP:0001629,Ventricular septal defect,Frequent (79-30%),GARD:0004465
HP:0001680,Coarctation of aorta,Frequent (79-30%),GARD:0004465
HP:0002475,Myelomeningocele,Frequent (79-30%),GARD:0004465
HP:0002974,Radioulnar synostosis,Frequent (79-30%),GARD:0004465
HP:0004935,Pulmonary artery atresia,Frequent (79-30%),GARD:0004465
HP:0005280,Depressed nasal bridge,Frequent (79-30%),GARD:0004465
HP:0009778,Short thumb,Frequent (79-30%),GARD:0004465
HP:0009906,Aplasia/Hypoplasia of the earlobes,Frequent (79-30%),GARD:0004465
HP:0010059,Broad hallux phalanx,Frequent (79-30%),GARD:0004465
HP:0011304,Broad thumb,Frequent (79-30%),GARD:0004465
HP:0012304,Hypoplastic aortic arch,Frequent (79-30%),GARD:0004465
HP:0100490,Camptodactyly of finger,Frequent (79-30%),GARD:0004465
HP:0000047,Hypospadias,Very frequent (99-80%),GARD:0004273
HP:0000049,Shawl scrotum,Frequent (79-30%),GARD:0004273
HP:0000069,Abnormality of the ureter,Very frequent (99-80%),GARD:0004273
HP:0000078,Abnormality of the genital system,Very frequent (99-80%),GARD:0004273
HP:0000104,Renal agenesis,Very frequent (99-80%),GARD:0004273
HP:0000110,Renal dysplasia,Very frequent (99-80%),GARD:0004273
HP:0000269,Prominent occiput,Frequent (79-30%),GARD:0004273
HP:0000286,Epicanthus,Frequent (79-30%),GARD:0004273
HP:0000347,Micrognathia,Very frequent (99-80%),GARD:0004273
HP:0000768,Pectus carinatum,Very frequent (99-80%),GARD:0004273
HP:0000795,Abnormality of the urethra,Very frequent (99-80%),GARD:0004273
HP:0000811,Abnormal external genitalia,Very frequent (99-80%),GARD:0004273
HP:0001638,Cardiomyopathy,Very frequent (99-80%),GARD:0004273
HP:0002120,Cerebral cortical atrophy,Very frequent (99-80%),GARD:0004273
HP:0004209,Clinodactyly of the 5th finger,Very frequent (99-80%),GARD:0004273
HP:0006443,Patellar aplasia,Occasional (29-5%),GARD:0004273
HP:0006610,Wide intermamillary distance,Very frequent (99-80%),GARD:0004273
HP:0007598,Bilateral single transverse palmar creases,Very frequent (99-80%),GARD:0004273
HP:0010751,Chin dimple,Frequent (79-30%),GARD:0004273
HP:0100600,Penoscrotal transposition,Very frequent (99-80%),GARD:0004273
HP:0000659,Peters anomaly,Obligate (100%),GARD:0007377
HP:0000523,Subcapsular cataract,Very frequent (99-80%),GARD:0007377
HP:0007759,Opacification of the corneal stroma,Very frequent (99-80%),GARD:0007377
HP:0011483,Anterior synechiae of the anterior chamber,Very frequent (99-80%),GARD:0007377
HP:0011493,Central opacification of the cornea,Very frequent (99-80%),GARD:0007377
HP:0031159,Thinning of Descemet membrane,Very frequent (99-80%),GARD:0007377
HP:0001087,Congenital glaucoma,Frequent (79-30%),GARD:0007377
HP:0000486,Strabismus,Very rare (<4-1%),GARD:0007377
HP:0000639,Nystagmus,Very rare (<4-1%),GARD:0007377
HP:0000252,Microcephaly,Very frequent (99-80%),GARD:0000612
HP:0000365,Hearing impairment,Very frequent (99-80%),GARD:0000612
HP:0000400,Macrotia,Occasional (29-5%),GARD:0000612
HP:0000613,Photophobia,Frequent (79-30%),GARD:0000612
HP:0000815,Hypergonadotropic hypogonadism,Frequent (79-30%),GARD:0000612
HP:0001156,Brachydactyly,Frequent (79-30%),GARD:0000612
HP:0001171,Split hand,Frequent (79-30%),GARD:0000612
HP:0001249,Intellectual disability,Very frequent (99-80%),GARD:0000612
HP:0001250,Seizures,Frequent (79-30%),GARD:0000612
HP:0001252,Muscular hypotonia,Very frequent (99-80%),GARD:0000612
HP:0001371,Flexion contracture,Occasional (29-5%),GARD:0000612
HP:0001510,Growth delay,Frequent (79-30%),GARD:0000612
HP:0001596,Alopecia,Very frequent (99-80%),GARD:0000612
HP:0002209,Sparse scalp hair,Very frequent (99-80%),GARD:0000612
HP:0002231,Sparse body hair,Very frequent (99-80%),GARD:0000612
HP:0002353,EEG abnormality,Frequent (79-30%),GARD:0000612
HP:0002650,Scoliosis,Occasional (29-5%),GARD:0000612
HP:0002750,Delayed skeletal maturation,Very frequent (99-80%),GARD:0000612
HP:0004322,Short stature,Frequent (79-30%),GARD:0000612
HP:0005105,Abnormal nasal morphology,Occasional (29-5%),GARD:0000612
HP:0008064,Ichthyosis,Frequent (79-30%),GARD:0000612
HP:0011842,Abnormality of skeletal morphology,Frequent (79-30%),GARD:0000612
HP:0100840,Aplasia/Hypoplasia of the eyebrow,Very frequent (99-80%),GARD:0000612
HP:0200012,Short corpus callosum,Frequent (79-30%),GARD:0000612
HP:0000639,Nystagmus,Very frequent (99-80%),GARD:0004919
HP:0001152,Saccadic smooth pursuit,Very frequent (99-80%),GARD:0004919
HP:0001249,Intellectual disability,Very frequent (99-80%),GARD:0004919
HP:0001250,Seizures,Very frequent (99-80%),GARD:0004919
HP:0001251,Ataxia,Very frequent (99-80%),GARD:0004919
HP:0001258,Spastic paraplegia,Very frequent (99-80%),GARD:0004919
HP:0001260,Dysarthria,Very frequent (99-80%),GARD:0004919
HP:0001268,Mental deterioration,Very frequent (99-80%),GARD:0004919
HP:0001288,Gait disturbance,Very frequent (99-80%),GARD:0004919
HP:0001315,Reduced tendon reflexes,Occasional (29-5%),GARD:0004919
HP:0001347,Hyperreflexia,Occasional (29-5%),GARD:0004919
HP:0002119,Ventriculomegaly,Very frequent (99-80%),GARD:0004919
HP:0002120,Cerebral cortical atrophy,Very frequent (99-80%),GARD:0004919
HP:0007370,Aplasia/Hypoplasia of the corpus callosum,Very frequent (99-80%),GARD:0004919
HP:0009830,Peripheral neuropathy,Occasional (29-5%),GARD:0004919
HP:0000174,Abnormal palate morphology,Very frequent (99-80%),GARD:0004264
HP:0000177,Abnormality of upper lip,Very frequent (99-80%),GARD:0004264
HP:0000194,Open mouth,Very frequent (99-80%),GARD:0004264
HP:0000212,Gingival overgrowth,Frequent (79-30%),GARD:0004264
HP:0000238,Hydrocephalus,Frequent (79-30%),GARD:0004264
HP:0000252,Microcephaly,Frequent (79-30%),GARD:0004264
HP:0000272,Malar flattening,Very frequent (99-80%),GARD:0004264
HP:0000286,Epicanthus,Very frequent (99-80%),GARD:0004264
HP:0000293,Full cheeks,Very frequent (99-80%),GARD:0004264
HP:0000400,Macrotia,Very frequent (99-80%),GARD:0004264
HP:0000463,Anteverted nares,Frequent (79-30%),GARD:0004264
HP:0000496,Abnormality of eye movement,Very frequent (99-80%),GARD:0004264
HP:0000572,Visual loss,Very frequent (99-80%),GARD:0004264
HP:0000648,Optic atrophy,Very frequent (99-80%),GARD:0004264
HP:0001182,Tapered finger,Very frequent (99-80%),GARD:0004264
HP:0001250,Seizures,Very frequent (99-80%),GARD:0004264
HP:0001263,Global developmental delay,Very frequent (99-80%),GARD:0004264
HP:0001272,Cerebellar atrophy,Frequent (79-30%),GARD:0004264
HP:0001347,Hyperreflexia,Very frequent (99-80%),GARD:0004264
HP:0001371,Flexion contracture,Frequent (79-30%),GARD:0004264
HP:0001376,Limitation of joint mobility,Frequent (79-30%),GARD:0004264
HP:0002119,Ventriculomegaly,Frequent (79-30%),GARD:0004264
HP:0002120,Cerebral cortical atrophy,Very frequent (99-80%),GARD:0004264
HP:0002132,Porencephaly,Frequent (79-30%),GARD:0004264
HP:0002205,Recurrent respiratory infections,Frequent (79-30%),GARD:0004264
HP:0002329,Drowsiness,Very frequent (99-80%),GARD:0004264
HP:0002353,EEG abnormality,Very frequent (99-80%),GARD:0004264
HP:0002521,Hypsarrhythmia,Very frequent (99-80%),GARD:0004264
HP:0002804,Arthrogryposis multiplex congenita,Occasional (29-5%),GARD:0004264
HP:0003196,Short nose,Very frequent (99-80%),GARD:0004264
HP:0004422,Biparietal narrowing,Very frequent (99-80%),GARD:0004264
HP:0006829,Severe muscular hypotonia,Very frequent (99-80%),GARD:0004264
HP:0007366,Atrophy/Degeneration affecting the brainstem,Frequent (79-30%),GARD:0004264
HP:0008572,External ear malformation,Very frequent (99-80%),GARD:0004264
HP:0010741,Edema of the lower limbs,Frequent (79-30%),GARD:0004264
HP:0010864,"Intellectual disability, severe",Very frequent (99-80%),GARD:0004264
HP:0011800,Midface retrusion,Very frequent (99-80%),GARD:0004264
HP:0011968,Feeding difficulties,Very frequent (99-80%),GARD:0004264
HP:0012398,Peripheral edema,Frequent (79-30%),GARD:0004264
HP:0012469,Infantile spasms,Very frequent (99-80%),GARD:0004264
HP:0100022,Abnormality of movement,Very frequent (99-80%),GARD:0004264
HP:0100540,Palpebral edema,Frequent (79-30%),GARD:0004264
HP:0000407,Sensorineural hearing impairment,Occasional (29-5%),GARD:0005025
HP:0000486,Strabismus,Occasional (29-5%),GARD:0005025
HP:0000501,Glaucoma,Occasional (29-5%),GARD:0005025
HP:0000541,Retinal detachment,Occasional (29-5%),GARD:0005025
HP:0000787,Nephrolithiasis,Occasional (29-5%),GARD:0005025
HP:0000822,Hypertension,Occasional (29-5%),GARD:0005025
HP:0001072,Thickened skin,Very frequent (99-80%),GARD:0005025
HP:0001324,Muscle weakness,Occasional (29-5%),GARD:0005025
HP:0001376,Limitation of joint mobility,Very frequent (99-80%),GARD:0005025
HP:0001482,Subcutaneous nodule,Occasional (29-5%),GARD:0005025
HP:0003011,Abnormality of the musculature,Occasional (29-5%),GARD:0005025
HP:0003119,Abnormality of lipid metabolism,Occasional (29-5%),GARD:0005025
HP:0004322,Short stature,Occasional (29-5%),GARD:0005025
HP:0005978,Type II diabetes mellitus,Occasional (29-5%),GARD:0005025
HP:0007328,Impaired pain sensation,Occasional (29-5%),GARD:0005025
